|              Parameters |                       0 |                      1 |   2 |                       3 |   4 |                       5 |                      6 |
|     Crab.spectral.index |   0.0003349679298629017 | -6.184566642625601e-15 | 0.0 | -0.00011385374049699682 | 0.0 | -2.0748976522557692e-08 |  1.667568556769883e-09 |
| Crab.spectral.amplitude |  -6.184566642625601e-15 |  2.640545705105152e-25 | 0.0 |  3.1843487308232253e-15 | 0.0 |   -8.11982616872429e-19 | 6.1415005682663485e-19 |
| Crab.spectral.reference |                     0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |
|   Crab.spectral.lambda_ | -0.00011385374049699682 | 3.1843487308232253e-15 | 0.0 |   5.770771612525771e-05 | 0.0 |   9.949871080240726e-09 | 3.6858988997300547e-10 |
|     Crab.spectral.alpha |                     0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |
|      Crab.spatial.lon_0 | -2.0748976522557692e-08 |  -8.11982616872429e-19 | 0.0 |   9.949871080240726e-09 | 0.0 |  2.3890739635820514e-07 |  6.627611439826739e-11 |
|      Crab.spatial.lat_0 |   1.667568556769883e-09 | 6.1415005682663485e-19 | 0.0 |  3.6858988997300547e-10 | 0.0 |   6.627611439826739e-11 | 1.7885429224670101e-07 |
