<<<<<<< HEAD
|                     Parameters |                      0 |                       1 |   2 |                      3 |   4 |                      5 |                       6 |                      7 |                     8 |   9 |
|         Crablog.spectral.index |  0.0036387627233938243 |  -6.881997967558495e-14 | 0.0 | -0.0012966028643137558 | 0.0 | 1.1150654008265339e-07 |   1.821112073093633e-08 |                    0.0 |                   0.0 | 0.0 |
|     Crablog.spectral.amplitude | -6.881997967558495e-14 |   2.920370843978168e-24 | 0.0 | 3.6841908346576043e-14 | 0.0 | -1.731028398014251e-17 | -1.0026135070207767e-18 |                    0.0 |                   0.0 | 0.0 |
|     Crablog.spectral.reference |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 |
|       Crablog.spectral.lambda_ | -0.0012966028643137558 |  3.6841908346576043e-14 | 0.0 |   0.000677136690277087 | 0.0 |  7.819717550699854e-09 |  1.0333152909314207e-08 |                    0.0 |                   0.0 | 0.0 |
|         Crablog.spectral.alpha |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 |
|          Crablog.spatial.lon_0 | 1.1150654008265339e-07 |  -1.731028398014251e-17 | 0.0 |  7.819717550699854e-09 | 0.0 | 2.4148351948585146e-06 |   1.792541544048654e-09 |                    0.0 |                   0.0 | 0.0 |
|          Crablog.spatial.lat_0 |  1.821112073093633e-08 | -1.0026135070207767e-18 | 0.0 | 1.0333152909314207e-08 | 0.0 |  1.792541544048654e-09 |   1.809000132073044e-06 |                    0.0 |                   0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                     0.0 | 5.3541247491884586e-05 |  4.34397520284605e-06 | 0.0 |
|      dataset-bkg.spectral.tilt |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                     0.0 |   4.34397520284605e-06 | 6.228934614026861e-05 | 0.0 |
| dataset-bkg.spectral.reference |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 |
=======
|                     Parameters |                      0 |                       1 |   2 |                      3 |   4 |                       5 |                       6 |                     7 |                     8 |   9 |
|         Crablog.spectral.index |  0.0036387574981125975 |  -6.881982254415154e-14 | 0.0 | -0.0012966004525360305 | 0.0 |  1.1151345809114507e-07 |  1.8213095462224615e-08 |                   0.0 |                   0.0 | 0.0 |
|     Crablog.spectral.amplitude | -6.881982254415154e-14 |  2.9203661098448436e-24 | 0.0 | 3.6841834504867775e-14 | 0.0 | -1.7310386076963797e-17 | -1.0025654443288722e-18 |                   0.0 |                   0.0 | 0.0 |
|     Crablog.spectral.reference |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
|       Crablog.spectral.lambda_ | -0.0012966004525360305 |  3.6841834504867775e-14 | 0.0 |  0.0006771355623556163 | 0.0 |   7.818705451993135e-09 |  1.0333403868541944e-08 |                   0.0 |                   0.0 | 0.0 |
|         Crablog.spectral.alpha |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
|          Crablog.spatial.lon_0 | 1.1151345809114507e-07 | -1.7310386076963797e-17 | 0.0 |  7.818705451993135e-09 | 0.0 |  2.4148352542354793e-06 |  1.7925320578421917e-09 |                   0.0 |                   0.0 | 0.0 |
|          Crablog.spatial.lat_0 | 1.8213095462224615e-08 | -1.0025654443288722e-18 | 0.0 | 1.0333403868541944e-08 | 0.0 |  1.7925320578421917e-09 |  1.8090001513980932e-06 |                   0.0 |                   0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 | 5.354124367934357e-05 | 4.343981855577045e-06 | 0.0 |
|      dataset-bkg.spectral.tilt |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 | 4.343981855577045e-06 | 6.228934489444158e-05 | 0.0 |
| dataset-bkg.spectral.reference |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
>>>>>>> 4319a963bacb9573d3dfae2e41982af4ce589ae2
