|                     Parameters |                       0 |                       1 |   2 |                      3 |   4 |                      5 |                      6 |                      7 |                      8 |   9 |
|         Crablog.spectral.index |     0.00017710368743113 | -3.4334263133484133e-15 | 0.0 | -6.410078540259532e-05 | 0.0 |  5.345132298919494e-09 | 1.6210958006878687e-09 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.amplitude | -3.4334263133484133e-15 |   1.423127789598503e-25 | 0.0 | 1.8219316269820033e-15 | 0.0 | -5.035805448953816e-19 |  2.237524513548167e-19 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.reference |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crablog.spectral.lambda_ |  -6.410078540259532e-05 |  1.8219316269820033e-15 | 0.0 |  3.325736405326914e-05 | 0.0 | 3.4528330175470403e-09 |  3.137975524198801e-09 |                    0.0 |                    0.0 | 0.0 |
|         Crablog.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lon_0 |   5.345132298919494e-09 |  -5.035805448953816e-19 | 0.0 | 3.4528330175470403e-09 | 0.0 | 1.1170652689311891e-07 | 2.1243504668052293e-10 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lat_0 |  1.6210958006878687e-09 |   2.237524513548167e-19 | 0.0 |  3.137975524198801e-09 | 0.0 | 2.1243504668052293e-10 |  8.356897212615698e-08 |                    0.0 |                    0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 2.4848567889935176e-06 | 1.9915039975613567e-07 | 0.0 |
|      dataset-bkg.spectral.tilt |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 1.9915039975613567e-07 | 2.8908092488610916e-06 | 0.0 |
| dataset-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
