|                      Parameters |   0 |                       1 |                       2 |                       3 |   4 |   5 |                       6 |                      7 |                      8 |                      9 |  10 |
|       Crabbreak.spectral.index1 | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crabbreak.spectral.index2 | 0.0 |       5.510826154782856 |  -9.177286208661441e-11 |      1.1481877028785221 | 0.0 | 0.0 | -0.00025155954183419914 |  -0.001577167129717797 |                    0.0 |                    0.0 | 0.0 |
|    Crabbreak.spectral.amplitude | 0.0 |  -9.177286208661441e-11 |  2.2865429218042648e-21 | -2.8427302332144703e-11 | 0.0 | 0.0 |  2.5411534687822177e-15 | 2.3896813547847415e-14 |                    0.0 |                    0.0 | 0.0 |
|       Crabbreak.spectral.ebreak | 0.0 |      1.1481877028785221 | -2.8427302332144703e-11 |      0.3984582851643178 | 0.0 | 0.0 | -2.2013639968153094e-05 | -0.0002937725566637401 |                    0.0 |                    0.0 | 0.0 |
|    Crabbreak.spectral.reference | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spectral.beta | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 | 0.0 | -0.00025155954183419914 |  2.5411534687822177e-15 | -2.2013639968153094e-05 | 0.0 | 0.0 |   6.495600979204182e-06 | -5.843216804505248e-07 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 | 0.0 |   -0.001577167129717797 |  2.3896813547847415e-14 |  -0.0002937725566637401 | 0.0 | 0.0 |  -5.843216804505248e-07 |  9.025414302470657e-05 |                    0.0 |                    0.0 | 0.0 |
|      lT9BI1JI-bkg.spectral.norm | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |  0.0024395499222825555 | 0.00015240902213012236 | 0.0 |
|      lT9BI1JI-bkg.spectral.tilt | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 | 0.00015240902213012236 |  0.0030199475243329046 | 0.0 |
| lT9BI1JI-bkg.spectral.reference | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
