|                           Parameters |   0 |                      1 |                       2 |                       3 |   4 |   5 |                       6 |                      7 |                      8 |                      9 |  10 |  11 |  12 |                    13 |                    14 |  15 |
|            Crabbreak.spectral.index1 | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|            Crabbreak.spectral.index2 | 0.0 |     5.1839170958814185 |  -8.923128812545059e-11 |      1.1181236358529705 | 0.0 | 0.0 |   3.859578150058469e-05 | -0.0015375334616444972 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spectral.amplitude | 0.0 | -8.923128812545059e-11 |  2.3780886811538685e-21 | -2.8614394642804932e-11 | 0.0 | 0.0 | -1.9410579352715804e-16 |  2.464755723832251e-14 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|            Crabbreak.spectral.ebreak | 0.0 |     1.1181236358529705 | -2.8614394642804932e-11 |      0.3984115490200615 | 0.0 | 0.0 |    4.06817656492669e-06 | -0.0003048220749264129 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spectral.reference | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|              Crabbreak.spectral.beta | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|              Crabbreak.spatial.lon_0 | 0.0 |  3.859578150058469e-05 | -1.9410579352715804e-16 |    4.06817656492669e-06 | 0.0 | 0.0 |  1.3195440553214565e-05 |  3.110266499689184e-07 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|              Crabbreak.spatial.lat_0 | 0.0 | -0.0015375334616444972 |   2.464755723832251e-14 |  -0.0003048220749264129 | 0.0 | 0.0 |   3.110266499689184e-07 |  9.075207634801388e-05 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|           XR6on-64-bkg.spectral.norm | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |  0.0024394432192155497 | 0.00015284934251775313 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|           XR6on-64-bkg.spectral.tilt | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 | 0.00015284934251775313 |  0.0030175740423388614 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|      XR6on-64-bkg.spectral.reference | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|       XR6on-64-irf.e_reco_model.bias | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
| XR6on-64-irf.e_reco_model.resolution | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|           XR6on-64-irf.spectral.norm | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |  0.010008966788228255 | 4.003829928816489e-07 | 0.0 |
|           XR6on-64-irf.spectral.tilt | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 4.003829928816489e-07 | 0.0004000021400221941 | 0.0 |
|      XR6on-64-irf.spectral.reference | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
