|                           Parameters |   0 |                      1 |                       2 |                       3 |   4 |   5 |                       6 |                      7 |                      8 |                      9 |  10 |  11 |  12 |                     13 |                     14 |  15 |
|            Crabbreak.spectral.index1 | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|            Crabbreak.spectral.index2 | 0.0 |     2.4897977191300162 |  -7.676349507882663e-11 |     0.47899934408666145 | 0.0 | 0.0 |  -0.0007721788580967137 | 0.00015078740059957466 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spectral.amplitude | 0.0 | -7.676349507882663e-11 |  4.3037999523731955e-21 | -2.5091849506321956e-11 | 0.0 | 0.0 |  1.1990310436136392e-14 | -2.145355032844175e-15 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|            Crabbreak.spectral.ebreak | 0.0 |    0.47899934408666145 | -2.5091849506321956e-11 |     0.17086585003544502 | 0.0 | 0.0 | -4.8930775612091765e-05 | 1.2037977037005524e-05 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spectral.reference | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|              Crabbreak.spectral.beta | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|              Crabbreak.spatial.lon_0 | 0.0 | -0.0007721788580967137 |  1.1990310436136392e-14 | -4.8930775612091765e-05 | 0.0 | 0.0 |   0.0001073576435849758 | 1.0459412021308223e-05 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|              Crabbreak.spatial.lat_0 | 0.0 | 0.00015078740059957466 |  -2.145355032844175e-15 |  1.2037977037005524e-05 | 0.0 | 0.0 |  1.0459412021308223e-05 |  6.872115257341485e-05 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           SB7rgE71-bkg.spectral.norm | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |  0.0025380825731653603 | 0.00046629091980681894 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           SB7rgE71-bkg.spectral.tilt | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 | 0.00046629091980681894 |  0.0024632202883165364 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|      SB7rgE71-bkg.spectral.reference | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|       SB7rgE71-irf.e_reco_model.bias | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
| SB7rgE71-irf.e_reco_model.resolution | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           SB7rgE71-irf.spectral.norm | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |   0.010007471389643616 | -1.949030841784624e-06 | 0.0 |
|           SB7rgE71-irf.spectral.tilt | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | -1.949030841784624e-06 |  0.0004000082423624306 | 0.0 |
|      SB7rgE71-irf.spectral.reference | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
