|                      Parameters |   0 |                       1 |                       2 |                       3 |   4 |   5 |                       6 |                       7 |                     8 |                     9 |  10 |
|       Crabbreak.spectral.index1 | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
|       Crabbreak.spectral.index2 | 0.0 |     0.34469200230955904 |   5.970407296225464e-10 |     0.01878013764935343 | 0.0 | 0.0 | -0.00028025328189640157 |   8.865461266685712e-05 |                   0.0 |                   0.0 | 0.0 |
|    Crabbreak.spectral.amplitude | 0.0 |   5.970407296225464e-10 |  1.2909597319320328e-15 | -1.3013825587630692e-09 | 0.0 | 0.0 |  2.5869490693446914e-11 |  -1.231760495235962e-11 |                   0.0 |                   0.0 | 0.0 |
|       Crabbreak.spectral.ebreak | 0.0 |     0.01878013764935343 | -1.3013825587630692e-09 |    0.002416531084740711 | 0.0 | 0.0 | -4.3043931045660884e-05 |  1.7890836947875333e-05 |                   0.0 |                   0.0 | 0.0 |
|    Crabbreak.spectral.reference | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spectral.beta | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 | 0.0 | -0.00028025328189640157 |  2.5869490693446914e-11 | -4.3043931045660884e-05 | 0.0 | 0.0 |   4.125519252508001e-06 | -1.1250113844380628e-06 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 | 0.0 |   8.865461266685712e-05 |  -1.231760495235962e-11 |  1.7890836947875333e-05 | 0.0 | 0.0 | -1.1250113844380628e-06 |  3.4185526777231874e-06 |                   0.0 |                   0.0 | 0.0 |
|      35JTKJcm-bkg.spectral.norm | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |  0.018967487885912567 | 0.0001489874661844767 | 0.0 |
|      35JTKJcm-bkg.spectral.tilt | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0001489874661844767 |  0.026184271087758823 | 0.0 |
| 35JTKJcm-bkg.spectral.reference | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
