|                      Parameters |   0 |                       1 |                       2 |                       3 |   4 |   5 |                      6 |                       7 |                     8 |                     9 |  10 |
|       Crabbreak.spectral.index1 | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
|       Crabbreak.spectral.index2 | 0.0 |        2.16983648681134 |  -7.514247461149345e-10 |      2.5602624758105765 | 0.0 | 0.0 | -0.0010182756838400756 | -2.0833075884452145e-06 |                   0.0 |                   0.0 | 0.0 |
|    Crabbreak.spectral.amplitude | 0.0 |  -7.514247461149345e-10 |  3.5102810621874876e-19 | -1.1309344243449064e-09 | 0.0 | 0.0 | -8.799731376572695e-14 |   8.273030917087628e-16 |                   0.0 |                   0.0 | 0.0 |
|       Crabbreak.spectral.ebreak | 0.0 |      2.5602624758105765 | -1.1309344243449064e-09 |       3.719841188832428 | 0.0 | 0.0 |  1.389478105071746e-05 |   -2.52052820863147e-06 |                   0.0 |                   0.0 | 0.0 |
|    Crabbreak.spectral.reference | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spectral.beta | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 | 0.0 |  -0.0010182756838400756 |  -8.799731376572695e-14 |   1.389478105071746e-05 | 0.0 | 0.0 |  0.0005192892948568379 |  1.3015486680034977e-07 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 | 0.0 | -2.0833075884452145e-06 |   8.273030917087628e-16 |   -2.52052820863147e-06 | 0.0 | 0.0 | 1.3015486680034977e-07 |    3.87440879271272e-07 |                   0.0 |                   0.0 | 0.0 |
|      xqlzYdGh-bkg.spectral.norm | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |  0.011044708985031664 | 0.0007181474463696143 | 0.0 |
|      xqlzYdGh-bkg.spectral.tilt | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 | 0.0007181474463696143 |  0.014283849950332973 | 0.0 |
| xqlzYdGh-bkg.spectral.reference | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
