|                           Parameters |   0 |                       1 |                       2 |                       3 |   4 |   5 |                      6 |                      7 |                   8 |                     9 |  10 |  11 |  12 |                     13 |                     14 |  15 |
|            Crabbreak.spectral.index1 | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|            Crabbreak.spectral.index2 | 0.0 |      2.4900277993628537 | -3.0677876996219185e-10 |      3.0283526701470294 | 0.0 | 0.0 |  -0.002428677709283128 |  -0.000521823984830851 |                 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spectral.amplitude | 0.0 | -3.0677876996219185e-10 |   4.639680107847568e-20 | -4.4518281014299395e-10 | 0.0 | 0.0 | 2.6482056072756475e-13 |  4.868753178548146e-14 |                 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|            Crabbreak.spectral.ebreak | 0.0 |      3.0283526701470294 | -4.4518281014299395e-10 |       4.379277671756168 | 0.0 | 0.0 | -0.0026064108992141354 | -0.0005428500653524386 |                 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spectral.reference | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|              Crabbreak.spectral.beta | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|              Crabbreak.spatial.lon_0 | 0.0 |   -0.002428677709283128 |  2.6482056072756475e-13 |  -0.0026064108992141354 | 0.0 | 0.0 | 0.00027896622265019826 |  3.390194102959342e-06 |                 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|              Crabbreak.spatial.lat_0 | 0.0 |   -0.000521823984830851 |   4.868753178548146e-14 |  -0.0005428500653524386 | 0.0 | 0.0 |  3.390194102959342e-06 | 0.00011029840341779329 |                 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           fMqakaIa-bkg.spectral.norm | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.00504689205386325 |   0.00072476218290545 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           fMqakaIa-bkg.spectral.tilt | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.00072476218290545 | 0.0063074301087343325 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|      fMqakaIa-bkg.spectral.reference | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|       fMqakaIa-irf.e_reco_model.bias | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
| fMqakaIa-irf.e_reco_model.resolution | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           fMqakaIa-irf.spectral.norm | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |     0.0100044526708085 | 1.5777585827761059e-06 | 0.0 |
|           fMqakaIa-irf.spectral.tilt | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 1.5777585827761059e-06 | 0.00040014846913449494 | 0.0 |
|      fMqakaIa-irf.spectral.reference | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
