|                      Parameters |   0 |                      1 |                       2 |                       3 |   4 |   5 |                      6 |                      7 |                    8 |                    9 |  10 |
|       Crabbreak.spectral.index1 | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                  0.0 |                  0.0 | 0.0 |
|       Crabbreak.spectral.index2 | 0.0 |      678675.9696329198 |  -9.569779406299157e-10 |      -333.2629377428732 | 0.0 | 0.0 |   -0.04804270327756766 |      0.395999527278185 |                  0.0 |                  0.0 | 0.0 |
|    Crabbreak.spectral.amplitude | 0.0 | -9.569779406299157e-10 |  1.1142831717324376e-21 | -1.3317630590012639e-11 | 0.0 | 0.0 | 1.3088812019541265e-14 | -5.563380721621533e-16 |                  0.0 |                  0.0 | 0.0 |
|       Crabbreak.spectral.ebreak | 0.0 |     -333.2629377428732 | -1.3317630590012639e-11 |      0.8330873090357075 | 0.0 | 0.0 | -0.0008556283819964285 | -0.0001945879371814218 |                  0.0 |                  0.0 | 0.0 |
|    Crabbreak.spectral.reference | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                  0.0 |                  0.0 | 0.0 |
|         Crabbreak.spectral.beta | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                  0.0 |                  0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 | 0.0 |   -0.04804270327756766 |  1.3088812019541265e-14 |  -0.0008556283819964285 | 0.0 | 0.0 |  0.0005120514689033596 |  4.660719558527173e-08 |                  0.0 |                  0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 | 0.0 |      0.395999527278185 |  -5.563380721621533e-16 |  -0.0001945879371814218 | 0.0 | 0.0 |  4.660719558527173e-08 | 2.3226687078111793e-07 |                  0.0 |                  0.0 | 0.0 |
|      u5xdfjbQ-bkg.spectral.norm | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.027406039889483015 | 0.005721730694978814 | 0.0 |
|      u5xdfjbQ-bkg.spectral.tilt | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.005721730694978814 |  0.02102549739313313 | 0.0 |
| u5xdfjbQ-bkg.spectral.reference | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                  0.0 |                  0.0 | 0.0 |
