|                      Parameters |   0 |                      1 |                       2 |                       3 |   4 |   5 |                      6 |                      7 |                      8 |                      9 |  10 |
|       Crabbreak.spectral.index1 | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crabbreak.spectral.index2 | 0.0 |      2.450209928993489 |  -7.481988469932583e-11 |     0.47113247048814655 | 0.0 | 0.0 | -0.0007796954066826052 |  0.0002110699434532565 |                    0.0 |                    0.0 | 0.0 |
|    Crabbreak.spectral.amplitude | 0.0 | -7.481988469932583e-11 |  4.0064024381464236e-21 | -2.4594713390739073e-11 | 0.0 | 0.0 | 1.2292715565283982e-14 | -6.064394876566342e-15 |                    0.0 |                    0.0 | 0.0 |
|       Crabbreak.spectral.ebreak | 0.0 |    0.47113247048814655 | -2.4594713390739073e-11 |     0.16937334248490568 | 0.0 | 0.0 | -5.173870535365546e-05 |  3.490912113775744e-05 |                    0.0 |                    0.0 | 0.0 |
|    Crabbreak.spectral.reference | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spectral.beta | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 | 0.0 | -0.0007796954066826052 |  1.2292715565283982e-14 |  -5.173870535365546e-05 | 0.0 | 0.0 | 0.00010757582081193948 | 1.0661174013432736e-05 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 | 0.0 |  0.0002110699434532565 |  -6.064394876566342e-15 |   3.490912113775744e-05 | 0.0 | 0.0 | 1.0661174013432736e-05 |  6.886523436250922e-05 |                    0.0 |                    0.0 | 0.0 |
|      WSyjNxzl-bkg.spectral.norm | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |  0.0025381992163117837 | 0.00046640976347625394 | 0.0 |
|      WSyjNxzl-bkg.spectral.tilt | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.00046640976347625394 |  0.0024632705520896527 | 0.0 |
| WSyjNxzl-bkg.spectral.reference | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
