|                     Parameters |                      0 |                      1 |   2 |                       3 |   4 |                       5 |                       6 |                      7 |                     8 |   9 |
|         Crablog.spectral.index |   0.006722815440664793 |  -1.09659549153618e-13 | 0.0 |  -0.0021546012064878736 | 0.0 |  -4.836344937813944e-07 |   4.015490150231874e-07 |                    0.0 |                   0.0 | 0.0 |
|     Crablog.spectral.amplitude |  -1.09659549153618e-13 |  4.805899271335925e-24 | 0.0 |  5.6353985121772876e-14 | 0.0 |  -6.575165708950743e-18 |  1.6803761928140312e-17 |                    0.0 |                   0.0 | 0.0 |
|     Crablog.spectral.reference |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 |
|       Crablog.spectral.lambda_ | -0.0021546012064878736 | 5.6353985121772876e-14 | 0.0 |   0.0010629614634365696 | 0.0 |   3.947172159012803e-07 | -1.1492366594135867e-07 |                    0.0 |                   0.0 | 0.0 |
|         Crablog.spectral.alpha |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 |
|          Crablog.spatial.lon_0 | -4.836344937813944e-07 | -6.575165708950743e-18 | 0.0 |   3.947172159012803e-07 | 0.0 |   5.285743394096478e-06 | -1.7866191605345996e-07 |                    0.0 |                   0.0 | 0.0 |
|          Crablog.spatial.lat_0 |  4.015490150231874e-07 | 1.6803761928140312e-17 | 0.0 | -1.1492366594135867e-07 | 0.0 | -1.7866191605345996e-07 |   3.911189055771722e-06 |                    0.0 |                   0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.00011555509347590094 | 8.510115946457913e-06 | 0.0 |
|      dataset-bkg.spectral.tilt |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |  8.510115946457913e-06 | 0.0001350722793913284 | 0.0 |
| dataset-bkg.spectral.reference |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 |
