|                     Parameters |                       0 |                       1 |   2 |                       3 |   4 |                       5 |                      6 |                      7 |                      8 |   9 |
|         Crablog.spectral.index |    0.007819372160970343 | -1.5770690966714132e-13 | 0.0 |   -0.002856198971490868 | 0.0 |   9.387607422900424e-07 | -8.754192285287309e-07 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.amplitude | -1.5770690966714132e-13 |   7.415703560918208e-24 | 0.0 |   8.744006423295119e-14 | 0.0 |  -5.881208462931447e-17 | 1.2936741492015209e-17 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crablog.spectral.lambda_ |   -0.002856198971490868 |   8.744006423295119e-14 | 0.0 |    0.001494960425228169 | 0.0 | -3.9822840893590913e-07 | 3.3398987728390805e-07 |                    0.0 |                    0.0 | 0.0 |
|         Crablog.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lon_0 |   9.387607422900424e-07 |  -5.881208462931447e-17 | 0.0 | -3.9822840893590913e-07 | 0.0 |   4.840551928502652e-06 | -6.583037484223971e-08 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lat_0 |  -8.754192285287309e-07 |  1.2936741492015209e-17 | 0.0 |  3.3398987728390805e-07 | 0.0 |  -6.583037484223971e-08 |  3.542369143948645e-06 |                    0.0 |                    0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 | 0.00011600359028313718 |  9.044653296374133e-06 | 0.0 |
|      dataset-bkg.spectral.tilt |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |  9.044653296374133e-06 | 0.00013425957259141966 | 0.0 |
| dataset-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
