|                     Parameters |                       0 |                       1 |   2 |                       3 |   4 |                      5 |                       6 |                      7 |                      8 |   9 |
|         Crablog.spectral.index |    0.006645009789930984 | -1.2139839555617971e-13 | 0.0 |   -0.002148970511980406 | 0.0 | -9.373897471245351e-08 |   5.676742280767345e-07 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.amplitude | -1.2139839555617971e-13 |  4.9642500072606054e-24 | 0.0 |   6.087214747269822e-14 | 0.0 | -8.675759592380663e-18 |  -6.979936456345173e-18 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crablog.spectral.lambda_ |   -0.002148970511980406 |   6.087214747269822e-14 | 0.0 |   0.0011463378949031053 | 0.0 | 1.4347309942865489e-07 | -2.0772377442345685e-07 |                    0.0 |                    0.0 | 0.0 |
|         Crablog.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lon_0 |  -9.373897471245351e-08 |  -8.675759592380663e-18 | 0.0 |  1.4347309942865489e-07 | 0.0 |  5.655015860991439e-06 |   6.664288776472674e-08 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lat_0 |   5.676742280767345e-07 |  -6.979936456345173e-18 | 0.0 | -2.0772377442345685e-07 | 0.0 |  6.664288776472674e-08 |   4.230948453852188e-06 |                    0.0 |                    0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 | 0.00011329084014922334 |  8.885115394560129e-06 | 0.0 |
|      dataset-bkg.spectral.tilt |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 |  8.885115394560129e-06 | 0.00013759428293999673 | 0.0 |
| dataset-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
