|                     Parameters |                       0 |                       1 |   2 |                      3 |   4 |                       5 |                       6 |                      7 |                     8 |   9 |
|         Crablog.spectral.index |    0.013435847929947358 |  -3.503514785408727e-13 | 0.0 |  -0.006324319953136258 | 0.0 |  4.7622644734935884e-06 | -4.5486708747416917e-07 |                    0.0 |                   0.0 | 0.0 |
|     Crablog.spectral.amplitude |  -3.503514785408727e-13 |   1.474091046205721e-23 | 0.0 | 2.1763920287591788e-13 | 0.0 | -1.3044773230469896e-16 |   4.295384040375893e-18 |                    0.0 |                   0.0 | 0.0 |
|     Crablog.spectral.reference |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 |
|       Crablog.spectral.lambda_ |   -0.006324319953136258 |  2.1763920287591788e-13 | 0.0 |  0.0038792731399995505 | 0.0 |  -2.726499630984292e-06 |  1.6094267911680342e-07 |                    0.0 |                   0.0 | 0.0 |
|         Crablog.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 |
|          Crablog.spatial.lon_0 |  4.7622644734935884e-06 | -1.3044773230469896e-16 | 0.0 | -2.726499630984292e-06 | 0.0 |   5.502327509260394e-06 |   1.291558045080873e-09 |                    0.0 |                   0.0 | 0.0 |
|          Crablog.spatial.lat_0 | -4.5486708747416917e-07 |   4.295384040375893e-18 | 0.0 | 1.6094267911680342e-07 | 0.0 |   1.291558045080873e-09 |   4.271260628637051e-06 |                    0.0 |                   0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 | 0.00011476780541248647 | 9.974179956565787e-06 | 0.0 |
|      dataset-bkg.spectral.tilt |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 |  9.974179956565787e-06 | 0.0001338383552140743 | 0.0 |
| dataset-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 |
