|                     Parameters |                       0 |                       1 |   2 |                       3 |   4 |                       5 |                       6 |                      7 |                     8 |   9 |
|         Crablog.spectral.index |    0.007239936058808305 | -1.1339984196248545e-13 | 0.0 |  -0.0023284432320261374 | 0.0 |   3.158890733536473e-07 |   5.605721220954998e-07 |                    0.0 |                   0.0 | 0.0 |
|     Crablog.spectral.amplitude | -1.1339984196248545e-13 |   4.867260647046501e-24 | 0.0 |   5.775724797371938e-14 | 0.0 |  -6.332189649335631e-17 | -2.1882057965273903e-17 |                    0.0 |                   0.0 | 0.0 |
|     Crablog.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 |
|       Crablog.spectral.lambda_ |  -0.0023284432320261374 |   5.775724797371938e-14 | 0.0 |    0.001107729447038239 | 0.0 | -1.1187423028438927e-07 | -4.0815102623380034e-07 |                    0.0 |                   0.0 | 0.0 |
|         Crablog.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 |
|          Crablog.spatial.lon_0 |   3.158890733536473e-07 |  -6.332189649335631e-17 | 0.0 | -1.1187423028438927e-07 | 0.0 |   5.284064887455813e-06 |    8.90879442861289e-09 |                    0.0 |                   0.0 | 0.0 |
|          Crablog.spatial.lat_0 |   5.605721220954998e-07 | -2.1882057965273903e-17 | 0.0 | -4.0815102623380034e-07 | 0.0 |    8.90879442861289e-09 |   3.938620008274085e-06 |                    0.0 |                   0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.00011721931030531583 |  8.19689530678243e-06 | 0.0 |
|      dataset-bkg.spectral.tilt |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |   8.19689530678243e-06 | 0.0001334589567098247 | 0.0 |
| dataset-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 |
