|                  Parameters |                      0 |                      1 |   2 |                       3 |   4 |                       5 |                      6 |
|     TQLL36So.spectral.index |   0.014132861763008608 | -7.869453434896517e-16 | 0.0 |  -0.0013369637654570804 | 0.0 |   -6.81856166628165e-06 | -4.105223252617733e-06 |
| TQLL36So.spectral.amplitude | -7.869453434896517e-16 |  4.136271928651265e-27 | 0.0 |   6.822320214240712e-16 | 0.0 |  -5.896371663022452e-18 |   1.06647645284871e-17 |
| TQLL36So.spectral.reference |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |
|   TQLL36So.spectral.lambda_ | -0.0013369637654570804 |  6.822320214240712e-16 | 0.0 |  0.00042861793943919354 | 0.0 | -1.0965419491841914e-06 | 1.1120398124503523e-06 |
|     TQLL36So.spectral.alpha |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |
|      TQLL36So.spatial.lon_0 |  -6.81856166628165e-06 | -5.896371663022452e-18 | 0.0 | -1.0965419491841914e-06 | 0.0 |   6.860980398955415e-06 | -2.768555896596889e-08 |
|      TQLL36So.spatial.lat_0 | -4.105223252617733e-06 |   1.06647645284871e-17 | 0.0 |  1.1120398124503523e-06 | 0.0 |  -2.768555896596889e-08 |  5.303517842811814e-06 |
