|                  Parameters |                      0 |                      1 |   2 |                      3 |   4 |                      5 |                      6 |
|     TQLL36So.spectral.index |   0.004976503761850904 | 3.8032039939989513e-16 | 0.0 | -0.0007110591725450052 | 0.0 | 1.7848229995266183e-06 | -7.097731539090738e-07 |
| TQLL36So.spectral.amplitude | 3.8032039939989513e-16 |  3.309856232044022e-27 | 0.0 |  2.465761365238933e-16 | 0.0 |  5.151996075659528e-19 | -2.721300929356447e-18 |
| TQLL36So.spectral.reference |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |
|   TQLL36So.spectral.lambda_ | -0.0007110591725450052 |  2.465761365238933e-16 | 0.0 | 0.00019984760258417723 | 0.0 |  7.881826663541792e-08 | -9.261987905880354e-08 |
|     TQLL36So.spectral.alpha |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |
|      TQLL36So.spatial.lon_0 | 1.7848229995266183e-06 |  5.151996075659528e-19 | 0.0 |  7.881826663541792e-08 | 0.0 |   6.81224034928855e-06 |  7.496036074337633e-09 |
|      TQLL36So.spatial.lat_0 | -7.097731539090738e-07 | -2.721300929356447e-18 | 0.0 | -9.261987905880354e-08 | 0.0 |  7.496036074337633e-09 | 5.1476373684348935e-06 |
