|                      Parameters |                     0 |   1 |   2 |                      3 |                      4 |                     5 |   6 |   7 |
|         aEaZD8Bs.spectral.index |     0.273487592448176 | 0.0 | 0.0 |   0.002591923995197511 |  0.0022357707465084707 |                   0.0 | 0.0 | 0.0 |
|     aEaZD8Bs.spectral.amplitude |                   0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                   0.0 | 0.0 | 0.0 |
|     aEaZD8Bs.spectral.reference |                   0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                   0.0 | 0.0 | 0.0 |
|          aEaZD8Bs.spatial.lon_0 |  0.002591923995197511 | 0.0 | 0.0 |    0.00733588213174189 | 0.00017985488068538756 |                   0.0 | 0.0 | 0.0 |
|          aEaZD8Bs.spatial.lat_0 | 0.0022357707465084707 | 0.0 | 0.0 | 0.00017985488068538756 |   0.005663075969871809 |                   0.0 | 0.0 | 0.0 |
|      B9alQdC5-bkg.spectral.norm |                   0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 5.229966849019806e-05 | 0.0 | 0.0 |
|      B9alQdC5-bkg.spectral.tilt |                   0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                   0.0 | 0.0 | 0.0 |
| B9alQdC5-bkg.spectral.reference |                   0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                   0.0 | 0.0 | 0.0 |
