|                      Parameters |                      0 |                       1 |   2 |                       3 |                      4 |                      5 |   6 |   7 |
|         aEaZD8Bs.spectral.index |   0.009916509475950944 |   4.171226811191322e-15 | 0.0 |   3.477920077383281e-06 | 4.1599211306354616e-07 |                    0.0 | 0.0 | 0.0 |
|     aEaZD8Bs.spectral.amplitude |  4.171226811191322e-15 |  1.1804969575881655e-26 | 0.0 | -2.5484884339957235e-17 | -2.525693752868392e-19 |                    0.0 | 0.0 | 0.0 |
|     aEaZD8Bs.spectral.reference |                    0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |
|          aEaZD8Bs.spatial.lon_0 |  3.477920077383281e-06 | -2.5484884339957235e-17 | 0.0 |   3.248997674555895e-05 | 1.0701774160894477e-08 |                    0.0 | 0.0 | 0.0 |
|          aEaZD8Bs.spatial.lat_0 | 4.1599211306354616e-07 |  -2.525693752868392e-19 | 0.0 |  1.0701774160894477e-08 | 2.4228289268296666e-05 |                    0.0 | 0.0 | 0.0 |
|      iUp3bFJW-bkg.spectral.norm |                    0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 | 1.1301116431775516e-05 | 0.0 | 0.0 |
|      iUp3bFJW-bkg.spectral.tilt |                    0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |
| iUp3bFJW-bkg.spectral.reference |                    0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |
