|                      Parameters |                      0 |                       1 |   2 |                      3 |                       4 |                     5 |   6 |   7 |
|         aEaZD8Bs.spectral.index |    0.02129262561059212 |   8.878275142398827e-15 | 0.0 |  8.013901061813516e-06 |  1.2168466165609347e-06 |                   0.0 | 0.0 | 0.0 |
|     aEaZD8Bs.spectral.amplitude |  8.878275142398827e-15 |  2.5358500900519407e-26 | 0.0 | -5.729918084164875e-17 | -2.4399211166849018e-18 |                   0.0 | 0.0 | 0.0 |
|     aEaZD8Bs.spectral.reference |                    0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 |                   0.0 | 0.0 | 0.0 |
|          aEaZD8Bs.spatial.lon_0 |  8.013901061813516e-06 |  -5.729918084164875e-17 | 0.0 |  6.998567509419543e-05 |   2.809782292627067e-08 |                   0.0 | 0.0 | 0.0 |
|          aEaZD8Bs.spatial.lat_0 | 1.2168466165609347e-06 | -2.4399211166849018e-18 | 0.0 |  2.809782292627067e-08 |  5.2180163599384004e-05 |                   0.0 | 0.0 | 0.0 |
|      _eVFWGHi-bkg.spectral.norm |                    0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 | 2.434700369185635e-05 | 0.0 | 0.0 |
|      _eVFWGHi-bkg.spectral.tilt |                    0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 |                   0.0 | 0.0 | 0.0 |
| _eVFWGHi-bkg.spectral.reference |                    0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 |                   0.0 | 0.0 | 0.0 |
