|                            Parameters |                       0 |                       1 |   2 |                       3 |                       4 |                       5 |                       6 |   7 |                       8 |                       9 |  10 |                      11 |                     12 |                      13 |                      14 |  15 |
|               aEaZD8Bs.spectral.index |    0.014330606506100052 |   4.871939339226962e-15 | 0.0 |   9.636678988965051e-06 |   8.720070204545865e-07 |  -6.973422425608531e-06 | -1.1419640543371564e-05 | 0.0 |   3.803240794623984e-08 |  -5.004560623744917e-07 | 0.0 |    0.005400634953187667 |  0.0005440880563584873 | -0.00013083356978329367 | -0.00020189167933840738 | 0.0 |
|           aEaZD8Bs.spectral.amplitude |   4.871939339226962e-15 |  2.3068995598493516e-26 | 0.0 | -2.5450764933864527e-17 |   -2.98973231388669e-19 | -2.3949678006885772e-17 |  -4.194751842481456e-18 | 0.0 |  -2.761084849855214e-20 | -1.9794074771830658e-19 | 0.0 |    6.58479274159943e-16 |  7.542067682979124e-16 | -1.0820581400311042e-14 |  1.5509270295204795e-17 | 0.0 |
|           aEaZD8Bs.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 |
|                aEaZD8Bs.spatial.lon_0 |   9.636678988965051e-06 | -2.5450764933864527e-17 | 0.0 |  3.2523182898804277e-05 |  1.2796944934517419e-08 |   7.638810348784882e-08 | -2.0588091769550544e-08 | 0.0 |   1.186273470918839e-09 |  -4.148723597348747e-10 | 0.0 |   7.944343281342468e-06 |  5.503982164893963e-07 |   6.216077604285619e-07 |   5.379129167955256e-09 | 0.0 |
|                aEaZD8Bs.spatial.lat_0 |   8.720070204545865e-07 |   -2.98973231388669e-19 | 0.0 |  1.2796944934517419e-08 |   2.424696670613671e-05 |  1.0534120237763385e-09 |  -4.271712320669646e-10 | 0.0 |  1.1587024848868476e-09 |   5.648470313001613e-11 | 0.0 |   6.078128613455257e-07 | 3.6150254859732086e-08 |   1.528954092391392e-07 | -1.9769241688700498e-09 | 0.0 |
|           dataset N-bkg.spectral.norm |  -6.973422425608531e-06 | -2.3949678006885772e-17 | 0.0 |   7.638810348784882e-08 |  1.0534120237763385e-09 |    0.009967157661026746 |   9.319769252171902e-07 | 0.0 |   -0.009955815529243114 |   9.733012465228048e-09 | 0.0 |  1.1350257819370998e-06 | -6.270632366579954e-08 |    5.47010804807957e-07 | -1.8457268573975453e-08 | 0.0 |
|           dataset N-bkg.spectral.tilt | -1.1419640543371564e-05 |  -4.194751842481456e-18 | 0.0 | -2.0588091769550544e-08 |  -4.271712320669646e-10 |   9.319769252171902e-07 |    0.000378644929491044 | 0.0 | -3.3913914957188623e-08 | -0.00036593479796165416 | 0.0 |  5.2554732751466515e-06 | 1.1603767185845108e-07 |  1.2120261830449794e-07 |  -1.866603525199375e-08 | 0.0 |
|      dataset N-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 |
|  dataset N-bkg.spectral.norm_nuisance |   3.803240794623984e-08 |  -2.761084849855214e-20 | 0.0 |   1.186273470918839e-09 |  1.1587024848868476e-09 |   -0.009955815529243114 | -3.3913914957188623e-08 | 0.0 |    0.009955841084728606 |   3.270005958213498e-08 | 0.0 |  3.7175894110809764e-08 | -2.669101125787993e-09 |   1.945180899191851e-09 | -1.4903311564195956e-09 | 0.0 |
|  dataset N-bkg.spectral.tilt_nuisance |  -5.004560623744917e-07 | -1.9794074771830658e-19 | 0.0 |  -4.148723597348747e-10 |   5.648470313001613e-11 |   9.733012465228048e-09 | -0.00036593479796165416 | 0.0 |   3.270005958213498e-08 |   0.0003664911505140035 | 0.0 |  2.3093405031860603e-07 |  4.676354288558834e-09 |    9.10085770972623e-09 |   -8.44567270855621e-10 | 0.0 |
|      dataset N-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |                     0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0 |
|       dataset N-irf.e_reco_model.bias |    0.005400634953187667 |    6.58479274159943e-16 | 0.0 |   7.944343281342468e-06 |   6.078128613455257e-07 |  1.1350257819370998e-06 |  5.2554732751466515e-06 | 0.0 |  3.7175894110809764e-08 |  2.3093405031860603e-07 | 0.0 |    0.007120960752191311 | -0.0002965589789091327 | -1.9344209469228197e-05 |    8.65571451267749e-06 | 0.0 |
