|                     Parameters |                       0 |                       1 |   2 |                       3 |   4 |                      5 |                      6 |                      7 |                      8 |   9 |
|         Crablog.spectral.index |   0.0008012942708053553 | -1.5295856555802064e-14 | 0.0 | -0.00028757444841219986 | 0.0 | 1.5895593535871505e-08 | -4.277524382214961e-09 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.amplitude | -1.5295856555802064e-14 |   6.424134633478487e-25 | 0.0 |    8.16041253435361e-15 | 0.0 | -2.708817697887302e-18 |  8.334694941601276e-19 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crablog.spectral.lambda_ | -0.00028757444841219986 |    8.16041253435361e-15 | 0.0 |  0.00014975024124805458 | 0.0 | 2.2431374317978824e-10 | 1.1989815236183993e-09 |                    0.0 |                    0.0 | 0.0 |
|         Crablog.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lon_0 |  1.5895593535871505e-08 |  -2.708817697887302e-18 | 0.0 |  2.2431374317978824e-10 | 0.0 |  5.213798218437996e-07 | -4.562806625672302e-11 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lat_0 |  -4.277524382214961e-09 |   8.334694941601276e-19 | 0.0 |  1.1989815236183993e-09 | 0.0 | -4.562806625672302e-11 | 3.9086013617533117e-07 |                    0.0 |                    0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                    0.0 | 1.1535636686759469e-05 |  9.403861544016624e-07 | 0.0 |
|      dataset-bkg.spectral.tilt |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                    0.0 |  9.403861544016624e-07 | 1.3420981227815612e-05 | 0.0 |
| dataset-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
