|                     Parameters |                       0 |                       1 |   2 |                      3 |   4 |                       5 |                       6 |                      7 |                     8 |   9 |
|         Crablog.spectral.index |    0.005346172811403049 |  -7.476941460430171e-14 | 0.0 | -0.0014363470597969644 | 0.0 |  1.4622985514366394e-06 | -3.6212818682134547e-07 |                    0.0 |                   0.0 | 0.0 |
|     Crablog.spectral.amplitude |  -7.476941460430171e-14 |  3.7680539762993534e-24 | 0.0 | 3.5501708076672814e-14 | 0.0 | -1.4570496629435312e-17 |   2.389944668081304e-17 |                    0.0 |                   0.0 | 0.0 |
|     Crablog.spectral.reference |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 |
|       Crablog.spectral.lambda_ |  -0.0014363470597969644 |  3.5501708076672814e-14 | 0.0 |  0.0006410662047230328 | 0.0 |  -2.345263044509567e-09 |  1.2341221444210014e-07 |                    0.0 |                   0.0 | 0.0 |
|         Crablog.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 |
|          Crablog.spatial.lon_0 |  1.4622985514366394e-06 | -1.4570496629435312e-17 | 0.0 | -2.345263044509567e-09 | 0.0 |   4.961526114756255e-06 |  -6.734370828177716e-09 |                    0.0 |                   0.0 | 0.0 |
|          Crablog.spatial.lat_0 | -3.6212818682134547e-07 |   2.389944668081304e-17 | 0.0 | 1.2341221444210014e-07 | 0.0 |  -6.734370828177716e-09 |  3.7144848389093835e-06 |                    0.0 |                   0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 | 0.00011693070895167792 | 9.532243462966956e-06 | 0.0 |
|      dataset-bkg.spectral.tilt |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 |  9.532243462966956e-06 | 0.0001324470790571031 | 0.0 |
| dataset-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 |
