|                     Parameters |                       0 |                       1 |   2 |                      3 |   4 |                      5 |                      6 |                      7 |                      8 |   9 |
|         Crablog.spectral.index |    0.007955790404748196 | -1.5195526057740058e-13 | 0.0 | -0.0028816936761588124 | 0.0 | -2.574390716536568e-07 |  7.092165751743107e-07 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.amplitude | -1.5195526057740058e-13 |   6.695516100559409e-24 | 0.0 |  8.283035632735154e-14 | 0.0 | -5.156511996640786e-17 | -5.033239565755253e-18 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.reference |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crablog.spectral.lambda_ |  -0.0028816936761588124 |   8.283035632735154e-14 | 0.0 |  0.0014892836365325906 | 0.0 | -3.291720652022211e-07 |  -2.49318950784166e-07 |                    0.0 |                    0.0 | 0.0 |
|         Crablog.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lon_0 |  -2.574390716536568e-07 |  -5.156511996640786e-17 | 0.0 | -3.291720652022211e-07 | 0.0 |  4.837751016667012e-06 | 5.0505476767546926e-08 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lat_0 |   7.092165751743107e-07 |  -5.033239565755253e-18 | 0.0 |  -2.49318950784166e-07 | 0.0 | 5.0505476767546926e-08 | 3.6614833725895966e-06 |                    0.0 |                    0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.00011561186177208059 | 1.0111988425795381e-05 | 0.0 |
|      dataset-bkg.spectral.tilt |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 1.0111988425795381e-05 | 0.00013275722256682644 | 0.0 |
| dataset-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
