|                     Parameters |                      0 |                       1 |   2 |                      3 |   4 |                       5 |                      6 |                      7 |                      8 |   9 |
|         Crablog.spectral.index |  0.0057346524876486235 |  -8.490306739209193e-14 | 0.0 | -0.0016303619500354014 | 0.0 |   8.564791076092618e-08 | -2.909527402478781e-07 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.amplitude | -8.490306739209193e-14 |   4.073261567250167e-24 | 0.0 |   4.14965541928375e-14 | 0.0 | -2.8577875062555494e-17 |  2.604328613005977e-17 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.reference |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crablog.spectral.lambda_ | -0.0016303619500354014 |    4.14965541928375e-14 | 0.0 |   0.000759831190463727 | 0.0 |  -7.951352040119637e-08 |  2.750314084594572e-07 |                    0.0 |                    0.0 | 0.0 |
|         Crablog.spectral.alpha |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lon_0 |  8.564791076092618e-08 | -2.8577875062555494e-17 | 0.0 | -7.951352040119637e-08 | 0.0 |   4.866732578573414e-06 |  8.180134838646443e-08 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lat_0 | -2.909527402478781e-07 |   2.604328613005977e-17 | 0.0 |  2.750314084594572e-07 | 0.0 |   8.180134838646443e-08 | 3.9578353145802595e-06 |                    0.0 |                    0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                    0.0 | 0.00011577244449803407 | 1.0405800510937158e-05 | 0.0 |
|      dataset-bkg.spectral.tilt |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                    0.0 | 1.0405800510937158e-05 | 0.00013249272951952287 | 0.0 |
| dataset-bkg.spectral.reference |                    0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
