|                     Parameters |                       0 |                       1 |   2 |                       3 |   4 |                      5 |                       6 |                      7 |                      8 |   9 |
|         Crablog.spectral.index |    0.008995849445787601 | -2.0438328931217053e-13 | 0.0 |  -0.0036330368478308646 | 0.0 | 1.9179780865405404e-06 |  -3.683330271468359e-07 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.amplitude | -2.0438328931217053e-13 |    8.47841983473058e-24 | 0.0 |   1.163520395811642e-13 | 0.0 | -8.260821395016527e-17 |  -9.976250476965188e-18 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crablog.spectral.lambda_ |  -0.0036330368478308646 |   1.163520395811642e-13 | 0.0 |    0.002109769834832503 | 0.0 | -7.076836554625333e-07 | -1.1978441554301036e-07 |                    0.0 |                    0.0 | 0.0 |
|         Crablog.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lon_0 |  1.9179780865405404e-06 |  -8.260821395016527e-17 | 0.0 |  -7.076836554625333e-07 | 0.0 |  5.209066008346688e-06 |  -6.896897476054227e-08 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lat_0 |  -3.683330271468359e-07 |  -9.976250476965188e-18 | 0.0 | -1.1978441554301036e-07 | 0.0 | -6.896897476054227e-08 |   4.077852999765284e-06 |                    0.0 |                    0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 | 0.00011608742120047736 |  9.990108434937401e-06 | 0.0 |
|      dataset-bkg.spectral.tilt |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 |  9.990108434937401e-06 | 0.00013252472061716798 | 0.0 |
| dataset-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
