|                     Parameters |                      0 |                      1 |   2 |                       3 |   4 |                      5 |                       6 |                      7 |                      8 |   9 |
|         Crablog.spectral.index |   0.008226878108485193 | -1.673652569586978e-13 | 0.0 |   -0.003071929853670884 | 0.0 | 3.7251157397503074e-08 |   -3.75496663992326e-07 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.amplitude | -1.673652569586978e-13 |  7.390308908885363e-24 | 0.0 |   9.316893702077346e-14 | 0.0 | -3.501334082925221e-17 |    3.65114716162968e-18 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.reference |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crablog.spectral.lambda_ |  -0.003071929853670884 |  9.316893702077346e-14 | 0.0 |   0.0016583780137461631 | 0.0 | -9.610533891464267e-08 | -1.5561941475210166e-07 |                    0.0 |                    0.0 | 0.0 |
|         Crablog.spectral.alpha |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lon_0 | 3.7251157397503074e-08 | -3.501334082925221e-17 | 0.0 |  -9.610533891464267e-08 | 0.0 |  5.112384317708118e-06 |  -8.861729059413726e-08 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lat_0 |  -3.75496663992326e-07 |   3.65114716162968e-18 | 0.0 | -1.5561941475210166e-07 | 0.0 | -8.861729059413726e-08 |   3.836644528165937e-06 |                    0.0 |                    0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 | 0.00011646301056740692 |  9.307035886699842e-06 | 0.0 |
|      dataset-bkg.spectral.tilt |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 |  9.307035886699842e-06 | 0.00013302074901810058 | 0.0 |
| dataset-bkg.spectral.reference |                    0.0 |                    0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
