|                     Parameters |                      0 |                       1 |   2 |                       3 |   4 |                       5 |                       6 |                      7 |                      8 |   9 |
|         Crablog.spectral.index |    0.00939911509748105 |  -2.009119243765707e-13 | 0.0 |  -0.0037479141920622426 | 0.0 |   6.058100898250183e-07 |  1.8883667601038817e-06 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.amplitude | -2.009119243765707e-13 |   8.186129505024457e-24 | 0.0 |  1.1315909732639881e-13 | 0.0 | -1.5616398561182447e-17 |  -7.166711168990882e-17 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.reference |                    0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crablog.spectral.lambda_ | -0.0037479141920622426 |  1.1315909732639881e-13 | 0.0 |    0.002086758571890617 | 0.0 |   1.343781995062462e-07 | -1.0559553217652654e-06 |                    0.0 |                    0.0 | 0.0 |
|         Crablog.spectral.alpha |                    0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lon_0 |  6.058100898250183e-07 | -1.5616398561182447e-17 | 0.0 |   1.343781995062462e-07 | 0.0 |  5.3713067761651695e-06 |  2.3069385187366795e-08 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lat_0 | 1.8883667601038817e-06 |  -7.166711168990882e-17 | 0.0 | -1.0559553217652654e-06 | 0.0 |  2.3069385187366795e-08 |   4.096479368477086e-06 |                    0.0 |                    0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                    0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.00011297083758250162 |  8.608577147041872e-06 | 0.0 |
|      dataset-bkg.spectral.tilt |                    0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |  8.608577147041872e-06 | 0.00013796653003961186 | 0.0 |
| dataset-bkg.spectral.reference |                    0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
