|                     Parameters |                       0 |                       1 |   2 |                      3 |   4 |                      5 |                       6 |                     7 |                      8 |   9 |
|         Crablog.spectral.index |    0.007297093066027816 | -1.1546210772340148e-13 | 0.0 | -0.0023592310172211115 | 0.0 | -8.801454644422494e-07 |  1.7667205402242434e-06 |                   0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.amplitude | -1.1546210772340148e-13 |   4.992993217357546e-24 | 0.0 |  5.931364967046393e-14 | 0.0 | 3.4265403857954686e-18 | -1.2993152752159968e-18 |                   0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.reference |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                     0.0 |                   0.0 |                    0.0 | 0.0 |
|       Crablog.spectral.lambda_ |  -0.0023592310172211115 |   5.931364967046393e-14 | 0.0 |  0.0011336717643594576 | 0.0 | 1.0408695230298269e-07 |  -5.005998689479341e-07 |                   0.0 |                    0.0 | 0.0 |
|         Crablog.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                     0.0 |                   0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lon_0 |  -8.801454644422494e-07 |  3.4265403857954686e-18 | 0.0 | 1.0408695230298269e-07 | 0.0 |  5.671105598177571e-06 |  5.1608577882407806e-08 |                   0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lat_0 |  1.7667205402242434e-06 | -1.2993152752159968e-18 | 0.0 | -5.005998689479341e-07 | 0.0 | 5.1608577882407806e-08 |   3.725516348148146e-06 |                   0.0 |                    0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                     0.0 | 0.0001154511924819601 |  1.120189870979083e-05 | 0.0 |
|      dataset-bkg.spectral.tilt |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                     0.0 | 1.120189870979083e-05 | 0.00013146715689289404 | 0.0 |
| dataset-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                     0.0 |                   0.0 |                    0.0 | 0.0 |
