|                     Parameters |                      0 |                       1 |   2 |                       3 |   4 |                      5 |                       6 |                      7 |                      8 |   9 |
|         Crablog.spectral.index |   0.008454621885498111 |  -1.877550336568134e-13 | 0.0 |   -0.003313055939834192 | 0.0 | 1.2660797225512615e-06 |  1.0526010368576747e-06 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.amplitude | -1.877550336568134e-13 |    8.30318201058631e-24 | 0.0 |  1.0652291982448806e-13 | 0.0 | -7.258066557376539e-17 | -3.3593663554630173e-18 |                    0.0 |                    0.0 | 0.0 |
|     Crablog.spectral.reference |                    0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crablog.spectral.lambda_ |  -0.003313055939834192 |  1.0652291982448806e-13 | 0.0 |   0.0018544017443807006 | 0.0 | -5.191996961529132e-07 | -3.0745955365480564e-07 |                    0.0 |                    0.0 | 0.0 |
|         Crablog.spectral.alpha |                    0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lon_0 | 1.2660797225512615e-06 |  -7.258066557376539e-17 | 0.0 |  -5.191996961529132e-07 | 0.0 | 4.8504260558174685e-06 |   2.738594259906481e-08 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spatial.lat_0 | 1.0526010368576747e-06 | -3.3593663554630173e-18 | 0.0 | -3.0745955365480564e-07 | 0.0 |  2.738594259906481e-08 |  3.7854268724409724e-06 |                    0.0 |                    0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                    0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 | 0.00011457424808137291 |  7.209529025095779e-06 | 0.0 |
|      dataset-bkg.spectral.tilt |                    0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 |  7.209529025095779e-06 | 0.00013813431210151124 | 0.0 |
| dataset-bkg.spectral.reference |                    0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
