|                     Parameters |                       0 |                       1 |   2 |                       3 |   4 |                       5 |                       6 |                     7 |                     8 |   9 |
|         Crablog.spectral.index |  0.00037681985513562683 |  -7.218439241198534e-15 | 0.0 | -0.00013568613384712302 | 0.0 |   7.369540734663194e-09 |  -2.073994985654623e-09 |                   0.0 |                   0.0 | 0.0 |
|     Crablog.spectral.amplitude |  -7.218439241198534e-15 |   3.010759635066991e-25 | 0.0 |   3.840762368857428e-15 | 0.0 | -1.2551492342829967e-18 |  3.9414773724154986e-19 |                   0.0 |                   0.0 | 0.0 |
|     Crablog.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
|       Crablog.spectral.lambda_ | -0.00013568613384712302 |   3.840762368857428e-15 | 0.0 |   7.048024914123591e-05 | 0.0 |   6.143193617612553e-11 |    5.70531886370247e-10 |                   0.0 |                   0.0 | 0.0 |
|         Crablog.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
|          Crablog.spatial.lon_0 |   7.369540734663194e-09 | -1.2551492342829967e-18 | 0.0 |   6.143193617612553e-11 | 0.0 |   2.420054586052548e-07 | -2.1731302447434192e-11 |                   0.0 |                   0.0 | 0.0 |
|          Crablog.spatial.lat_0 |  -2.073994985654623e-09 |  3.9414773724154986e-19 | 0.0 |    5.70531886370247e-10 | 0.0 | -2.1731302447434192e-11 |  1.8142229580445205e-07 |                   0.0 |                   0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 5.354468683917926e-06 |   4.3711031722869e-07 | 0.0 |
|      dataset-bkg.spectral.tilt |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |   4.3711031722869e-07 | 6.229569209679149e-06 | 0.0 |
| dataset-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
