|                     Parameters |                      0 |                      1 |   2 |                      3 |   4 |                       5 |                       6 |                     7 |                     8 |   9 |
|         Crablog.spectral.index |   0.008650811620509912 | -1.658768663529439e-13 | 0.0 |  -0.003117132379929683 | 0.0 |   1.709404109220248e-07 |  -6.265302728615169e-08 |                   0.0 |                   0.0 | 0.0 |
|     Crablog.spectral.amplitude | -1.658768663529439e-13 |  6.788657294970114e-24 | 0.0 |  8.715178270128017e-14 | 0.0 |  -2.970086192197077e-17 |   1.057406118793681e-17 |                   0.0 |                   0.0 | 0.0 |
|     Crablog.spectral.reference |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
|       Crablog.spectral.lambda_ |  -0.003117132379929683 |  8.715178270128017e-14 | 0.0 |  0.0016021450050327046 | 0.0 |  1.2652339409601881e-09 |   1.250391844500794e-08 |                   0.0 |                   0.0 | 0.0 |
|         Crablog.spectral.alpha |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
|          Crablog.spatial.lon_0 |  1.709404109220248e-07 | -2.970086192197077e-17 | 0.0 | 1.2652339409601881e-09 | 0.0 |   5.209756853162846e-06 | -1.5440426025530102e-09 |                   0.0 |                   0.0 | 0.0 |
|          Crablog.spatial.lat_0 | -6.265302728615169e-08 |  1.057406118793681e-17 | 0.0 |  1.250391844500794e-08 | 0.0 | -1.5440426025530102e-09 |   3.906288879058092e-06 |                   0.0 |                   0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 | 0.0014162796019037654 | -0.000105464615178048 | 0.0 |
|      dataset-bkg.spectral.tilt |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 | -0.000105464615178048 |  0.002141032365902386 | 0.0 |
| dataset-bkg.spectral.reference |                    0.0 |                    0.0 | 0.0 |                    0.0 | 0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
