|                     Parameters |                       0 |                       1 |   2 |                      3 |   4 |                      5 |                      6 |                     7 |                     8 |   9 |
|         Crablog.spectral.index |      1.8616419153243198 | -3.6072388372211294e-11 | 0.0 |    -0.6785232072299445 | 0.0 | 0.00010198215792198925 | 1.7582887929002662e-05 |                   0.0 |                   0.0 | 0.0 |
|     Crablog.spectral.amplitude | -3.6072388372211294e-11 |  1.4532587128365295e-21 | 0.0 | 1.8897173604608124e-11 | 0.0 | -7.686811414108441e-15 |  8.008155334712242e-16 |                   0.0 |                   0.0 | 0.0 |
|     Crablog.spectral.reference |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
|       Crablog.spectral.lambda_ |     -0.6785232072299445 |  1.8897173604608124e-11 | 0.0 |    0.34748820978019945 | 0.0 | -3.097069879006939e-05 |  -1.38638502939969e-05 |                   0.0 |                   0.0 | 0.0 |
|         Crablog.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
|          Crablog.spatial.lon_0 |  0.00010198215792198925 |  -7.686811414108441e-15 | 0.0 | -3.097069879006939e-05 | 0.0 |   0.001122378340895858 | 1.5863241326479013e-06 |                   0.0 |                   0.0 | 0.0 |
|          Crablog.spatial.lat_0 |  1.7582887929002662e-05 |   8.008155334712242e-16 | 0.0 |  -1.38638502939969e-05 | 0.0 | 1.5863241326479013e-06 |  0.0008408453659797989 |                   0.0 |                   0.0 | 0.0 |
|      dataset-bkg.spectral.norm |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |  0.024973333244489165 | 0.0019656308589398076 | 0.0 |
|      dataset-bkg.spectral.tilt |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 | 0.0019656308589398076 |  0.028983102942844785 | 0.0 |
| dataset-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
