|                      Parameters |                       0 |                       1 |   2 |                       3 |   4 |                      5 |                      6 |                     7 |                     8 |   9 |
|             Crab.spectral.index |   0.0014603283956808788 | -2.6017828585421373e-14 | 0.0 | -0.00047675847721436837 | 0.0 |    6.3597995389927e-08 |  2.094745095668137e-08 |                   0.0 |                   0.0 | 0.0 |
|         Crab.spectral.amplitude | -2.6017828585421373e-14 |   1.121649634499936e-24 | 0.0 |  1.3164534687259807e-14 | 0.0 | -5.555122296467592e-18 | 1.7370410551149213e-18 |                   0.0 |                   0.0 | 0.0 |
|         Crab.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
|           Crab.spectral.lambda_ | -0.00047675847721436837 |  1.3164534687259807e-14 | 0.0 |  0.00023886321727067603 | 0.0 | 1.8878385818609684e-08 | 1.9917690070175423e-08 |                   0.0 |                   0.0 | 0.0 |
|             Crab.spectral.alpha |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
|              Crab.spatial.lon_0 |     6.3597995389927e-08 |  -5.555122296467592e-18 | 0.0 |  1.8878385818609684e-08 | 0.0 | 1.1053564984602925e-06 |  1.374003663812778e-09 |                   0.0 |                   0.0 | 0.0 |
|              Crab.spatial.lat_0 |   2.094745095668137e-08 |  1.7370410551149213e-18 | 0.0 |  1.9917690070175423e-08 | 0.0 |  1.374003663812778e-09 |   8.27515070891406e-07 |                   0.0 |                   0.0 | 0.0 |
|      n-CJTBDZ-bkg.spectral.norm |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                    0.0 | 2.485525798696545e-05 | 2.013382516373926e-06 | 0.0 |
|      n-CJTBDZ-bkg.spectral.tilt |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                    0.0 | 2.013382516373926e-06 | 2.891793909385967e-05 | 0.0 |
| n-CJTBDZ-bkg.spectral.reference |                     0.0 |                     0.0 | 0.0 |                     0.0 | 0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
