|                      Parameters |                       0 |   1 |                       2 |                       3 |                       4 |                       5 |                      6 |                      7 |   8 |
|      Crablog.spectral.amplitude |  3.3179088168331783e-25 | 0.0 | -3.4657224448377646e-15 |    6.82638294338475e-15 | -2.5226570578014762e-18 |  1.3017923125280403e-18 |                    0.0 |                    0.0 | 0.0 |
|      Crablog.spectral.reference |                     0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spectral.alpha | -3.4657224448377646e-15 | 0.0 |  0.00037719391204279085 | -0.00014783648207122141 |  5.0852775090702415e-08 | -2.8753432693462457e-10 |                    0.0 |                    0.0 | 0.0 |
|           Crablog.spectral.beta |    6.82638294338475e-15 | 0.0 | -0.00014783648207122141 |  0.00034506003601429626 |  -8.929899372765957e-09 |   8.760281426389686e-09 |                    0.0 |                    0.0 | 0.0 |
|           Crablog.spatial.lon_0 | -2.5226570578014762e-18 | 0.0 |  5.0852775090702415e-08 |  -8.929899372765957e-09 |   5.320983833385194e-07 | -3.0018408458194134e-09 |                    0.0 |                    0.0 | 0.0 |
|           Crablog.spatial.lat_0 |  1.3017923125280403e-18 | 0.0 | -2.8753432693462457e-10 |   8.760281426389686e-09 | -3.0018408458194134e-09 |   4.023208982172952e-07 |                    0.0 |                    0.0 | 0.0 |
|      CATNo6R4-bkg.spectral.norm |                     0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 1.1487584560816978e-05 |  9.085785856736149e-07 | 0.0 |
|      CATNo6R4-bkg.spectral.tilt |                     0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |  9.085785856736149e-07 | 1.3517005552060167e-05 | 0.0 |
| CATNo6R4-bkg.spectral.reference |                     0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
