|                      Parameters |                      0 |   1 |                      2 |                      3 |                      4 |                      5 |                      6 |                      7 |   8 |
|      Crablog.spectral.amplitude |  7.471065966950415e-24 | 0.0 | -7.505387778480722e-14 | 1.7421673088861648e-13 |  4.757723891177092e-17 | 3.9036452368407745e-17 |                    0.0 |                    0.0 | 0.0 |
|      Crablog.spectral.reference |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spectral.alpha | -7.505387778480722e-14 | 0.0 |   0.009169319425185547 | -0.0033371612973790467 | -3.693236288574145e-06 |   1.23634039692388e-06 |                    0.0 |                    0.0 | 0.0 |
|           Crablog.spectral.beta | 1.7421673088861648e-13 | 0.0 | -0.0033371612973790467 |   0.009842263828428613 | 3.2727646154100663e-06 | 3.3426171791349253e-06 |                    0.0 |                    0.0 | 0.0 |
|           Crablog.spatial.lon_0 |  4.757723891177092e-17 | 0.0 | -3.693236288574145e-06 | 3.2727646154100663e-06 | 1.2264873104468044e-05 | -9.902358467320527e-08 |                    0.0 |                    0.0 | 0.0 |
|           Crablog.spatial.lat_0 | 3.9036452368407745e-17 | 0.0 |   1.23634039692388e-06 | 3.3426171791349253e-06 | -9.902358467320527e-08 |  8.929948862481148e-06 |                    0.0 |                    0.0 | 0.0 |
|      PnXxudEL-bkg.spectral.norm |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.00024581526409323825 | 1.7024534600163517e-05 | 0.0 |
|      PnXxudEL-bkg.spectral.tilt |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 1.7024534600163517e-05 | 0.00029603691138386086 | 0.0 |
| PnXxudEL-bkg.spectral.reference |                    0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
