|                           Parameters |                       0 |   1 |                       2 |                      3 |                      4 |                      5 |                     6 |                     7 |   8 |   9 |  10 |                    11 |                    12 |  13 |
|           Crablog.spectral.amplitude |   7.523895102155981e-29 | 0.0 | -1.1525624901113694e-13 | -8.392274317475857e-14 | 2.2256202517837032e-17 | -6.253842811275877e-17 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|           Crablog.spectral.reference |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|               Crablog.spectral.alpha | -1.1525624901113694e-13 | 0.0 |      240.30795177423659 |     220.64126603146246 |   0.021617243542599487 |     0.2175315429687485 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|                Crablog.spectral.beta |  -8.392274317475857e-14 | 0.0 |      220.64126603146246 |     227.63234275696874 |    0.05173864262751017 |    0.23350393929738603 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|                Crablog.spatial.lon_0 |  2.2256202517837032e-17 | 0.0 |    0.021617243542599487 |    0.05173864262751017 |  0.0009971811287203993 | -6.376610362525523e-05 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|                Crablog.spatial.lat_0 |  -6.253842811275877e-17 | 0.0 |      0.2175315429687485 |    0.23350393929738603 | -6.376610362525523e-05 |  0.0021575501500051874 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|           lPJPXNwU-bkg.spectral.norm |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 |   0.02252853662592944 | 0.0033203999483528332 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|           lPJPXNwU-bkg.spectral.tilt |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0033203999483528332 |   0.02191031086048094 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|      lPJPXNwU-bkg.spectral.reference |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|       lPJPXNwU-irf.e_reco_model.bias |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
| lPJPXNwU-irf.e_reco_model.resolution |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|           lPJPXNwU-irf.spectral.norm |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |    0.0104151592045628 | -8.33694747712217e-06 | 0.0 |
|           lPJPXNwU-irf.spectral.tilt |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | -8.33694747712217e-06 | 0.0005082677526910306 | 0.0 |
|      lPJPXNwU-irf.spectral.reference |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
