|                           Parameters |                       0 |   1 |                       2 |                      3 |                       4 |                      5 |                      6 |                     7 |   8 |   9 |  10 |                      11 |                      12 |  13 |
|           Crablog.spectral.amplitude |   2.105624120216883e-23 | 0.0 | -3.4301937171709474e-14 |  7.694078875237904e-14 |  -3.335991130768224e-17 | -6.423707169636497e-17 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|           Crablog.spectral.reference |                     0.0 | 0.0 |                     0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|               Crablog.spectral.alpha | -3.4301937171709474e-14 | 0.0 |   0.0038273803486268674 | -0.0015568519889005406 | -1.1603831878954743e-07 | -2.832560375563298e-07 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|                Crablog.spectral.beta |   7.694078875237904e-14 | 0.0 |  -0.0015568519889005406 |   0.003889831197662222 |   1.386403183796389e-07 | -1.469777375189738e-06 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|                Crablog.spatial.lon_0 |  -3.335991130768224e-17 | 0.0 | -1.1603831878954743e-07 |  1.386403183796389e-07 |   4.931245702991847e-06 | 1.2448503758463426e-07 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|                Crablog.spatial.lat_0 |  -6.423707169636497e-17 | 0.0 |  -2.832560375563298e-07 | -1.469777375189738e-06 |  1.2448503758463426e-07 | 3.8345481690600445e-06 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|           dZA8nSNv-bkg.spectral.norm |                     0.0 | 0.0 |                     0.0 |                    0.0 |                     0.0 |                    0.0 | 0.00011356761194903676 | 1.020729205033965e-05 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|           dZA8nSNv-bkg.spectral.tilt |                     0.0 | 0.0 |                     0.0 |                    0.0 |                     0.0 |                    0.0 |  1.020729205033965e-05 | 0.0001352448497977872 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|      dZA8nSNv-bkg.spectral.reference |                     0.0 | 0.0 |                     0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|       dZA8nSNv-irf.e_reco_model.bias |                     0.0 | 0.0 |                     0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
| dZA8nSNv-irf.e_reco_model.resolution |                     0.0 | 0.0 |                     0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|           dZA8nSNv-irf.spectral.norm |                     0.0 | 0.0 |                     0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |     0.01015250860830995 | -2.5240439768998147e-07 | 0.0 |
|           dZA8nSNv-irf.spectral.tilt |                     0.0 | 0.0 |                     0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | -2.5240439768998147e-07 |  0.00040000004914165447 | 0.0 |
|      dZA8nSNv-irf.spectral.reference |                     0.0 | 0.0 |                     0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
