|                      Parameters |                       0 |   1 |                      2 |                       3 |                       4 |                      5 |                     6 |                     7 |   8 |
|      Crablog.spectral.amplitude |   9.631950856440031e-23 | 0.0 | -7.857354300906349e-13 |  2.3597185080896684e-12 | -2.4106265557246615e-15 | -1.810082461980477e-17 |                   0.0 |                   0.0 | 0.0 |
|      Crablog.spectral.reference |                     0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
|          Crablog.spectral.alpha |  -7.857354300906349e-13 | 0.0 |    0.10021307566509485 |   -0.035659433343480436 |   8.867095241497144e-05 |  4.786984481912086e-07 |                   0.0 |                   0.0 | 0.0 |
|           Crablog.spectral.beta |  2.3597185080896684e-12 | 0.0 |  -0.035659433343480436 |      0.1347780191631484 | -0.00012160255839924521 | -2.461853544494972e-07 |                   0.0 |                   0.0 | 0.0 |
|           Crablog.spatial.lon_0 | -2.4106265557246615e-15 | 0.0 |  8.867095241497144e-05 | -0.00012160255839924521 |  0.00011506933358509266 |   -5.6876558960354e-08 |                   0.0 |                   0.0 | 0.0 |
|           Crablog.spatial.lat_0 |  -1.810082461980477e-17 | 0.0 |  4.786984481912086e-07 |  -2.461853544494972e-07 |    -5.6876558960354e-08 |   8.66227379864332e-07 |                   0.0 |                   0.0 | 0.0 |
|      nG6kOQWY-bkg.spectral.norm |                     0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |  0.002458956231900091 | 0.0002850657308340539 | 0.0 |
|      nG6kOQWY-bkg.spectral.tilt |                     0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 | 0.0002850657308340539 |  0.002801816893602987 | 0.0 |
| nG6kOQWY-bkg.spectral.reference |                     0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
