|                           Parameters |                       0 |   1 |                       2 |                      3 |                      4 |                       5 |                      6 |                      7 |   8 |   9 |  10 |                     11 |                     12 |  13 |
|           Crablog.spectral.amplitude |   4.276133359613135e-23 | 0.0 | -3.6047508536569513e-13 |  8.145283782004397e-13 | -1.072606845314149e-16 | -1.3986224300192225e-16 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           Crablog.spectral.reference |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|               Crablog.spectral.alpha | -3.6047508536569513e-13 | 0.0 |     0.04630122135893888 |  -0.013215386037695304 |  3.076586982332957e-05 |      8.667870357105e-06 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|                Crablog.spectral.beta |   8.145283782004397e-13 | 0.0 |   -0.013215386037695304 |    0.05063150372349572 | 1.2687474916041027e-05 |   -3.60857289266886e-05 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|                Crablog.spatial.lon_0 |  -1.072606845314149e-16 | 0.0 |   3.076586982332957e-05 | 1.2687474916041027e-05 | 5.4009090437381065e-05 |   2.736162796262398e-06 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|                Crablog.spatial.lat_0 | -1.3986224300192225e-16 | 0.0 |      8.667870357105e-06 |  -3.60857289266886e-05 |  2.736162796262398e-06 |  4.9589688320692255e-05 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           P0xnd24w-bkg.spectral.norm |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                     0.0 |  0.0011261471841537683 | 4.4648879981828986e-05 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           P0xnd24w-bkg.spectral.tilt |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                     0.0 | 4.4648879981828986e-05 |  0.0014610738762157267 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|      P0xnd24w-bkg.spectral.reference |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|       P0xnd24w-irf.e_reco_model.bias |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
| P0xnd24w-irf.e_reco_model.resolution |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           P0xnd24w-irf.spectral.norm |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |   0.010019267850097864 | -8.385799171771868e-08 | 0.0 |
|           P0xnd24w-irf.spectral.tilt |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | -8.385799171771868e-08 | 0.00040000001674972164 | 0.0 |
|      P0xnd24w-irf.spectral.reference |                     0.0 | 0.0 |                     0.0 |                    0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
