|                           Parameters |                       0 |   1 |                      2 |                       3 |                      4 |                      5 |                      6 |                      7 |   8 |   9 |  10 |                     11 |                     12 |  13 |
|           Crablog.spectral.amplitude |  1.5501879941134554e-21 | 0.0 | 1.3401403007477472e-10 | -3.3594202658334386e-11 |  6.203557727284342e-14 | -1.065428792492563e-14 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           Crablog.spectral.reference |                     0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|               Crablog.spectral.alpha |  1.3401403007477472e-10 | 0.0 |      20.27407239221913 |     -18.910036653688195 |   0.016246583018323404 | -0.0009593484678819609 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|                Crablog.spectral.beta | -3.3594202658334386e-11 | 0.0 |    -18.910036653688195 |       35.14692894870976 |  -0.024390706150818793 |  0.0002708485674894933 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|                Crablog.spatial.lon_0 |   6.203557727284342e-14 | 0.0 |   0.016246583018323404 |   -0.024390706150818793 | 0.00011373930768768213 | -6.292566013673248e-07 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|                Crablog.spatial.lat_0 |  -1.065428792492563e-14 | 0.0 | -0.0009593484678819609 |   0.0002708485674894933 | -6.292566013673248e-07 | 1.5300488454571816e-06 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           47gUNTBJ-bkg.spectral.norm |                     0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 |  0.0057694314431633205 | -0.0005826396254447941 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           47gUNTBJ-bkg.spectral.tilt |                     0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | -0.0005826396254447941 |   0.015513602207371408 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|      47gUNTBJ-bkg.spectral.reference |                     0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|       47gUNTBJ-irf.e_reco_model.bias |                     0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
| 47gUNTBJ-irf.e_reco_model.resolution |                     0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           47gUNTBJ-irf.spectral.norm |                     0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |    0.00975229343426466 | -3.606178205026966e-06 | 0.0 |
|           47gUNTBJ-irf.spectral.tilt |                     0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | -3.606178205026966e-06 |  0.0003998744953580274 | 0.0 |
|      47gUNTBJ-irf.spectral.reference |                     0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
