|                      Parameters |                      0 |   1 |                       2 |                       3 |                       4 |                       5 |                      6 |                      7 |   8 |
|      Crablog.spectral.amplitude |  7.114916719399406e-24 | 0.0 |   -6.77880418539647e-14 |  1.2404341911877735e-13 |  4.5811773014306835e-17 |  -2.445318718498022e-17 |                    0.0 |                    0.0 | 0.0 |
|      Crablog.spectral.reference |                    0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|          Crablog.spectral.alpha |  -6.77880418539647e-14 | 0.0 |    0.007589883559955943 |  -0.0031777201293646676 |    4.29501424205114e-07 | -2.1256844290647675e-06 |                    0.0 |                    0.0 | 0.0 |
|           Crablog.spectral.beta | 1.2404341911877735e-13 | 0.0 |  -0.0031777201293646676 |    0.005773922954048131 |   3.545318250513256e-06 | -1.3730051119335703e-06 |                    0.0 |                    0.0 | 0.0 |
|           Crablog.spatial.lon_0 | 4.5811773014306835e-17 | 0.0 |    4.29501424205114e-07 |   3.545318250513256e-06 |  1.0166567862883075e-05 | -1.7981136802997806e-07 |                    0.0 |                    0.0 | 0.0 |
|           Crablog.spatial.lat_0 | -2.445318718498022e-17 | 0.0 | -2.1256844290647675e-06 | -1.3730051119335703e-06 | -1.7981136802997806e-07 |   7.991184198114135e-06 |                    0.0 |                    0.0 | 0.0 |
|      1FE-AVAy-bkg.spectral.norm |                    0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |  0.0002437808384741362 | 2.5633688014760764e-05 | 0.0 |
|      1FE-AVAy-bkg.spectral.tilt |                    0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 2.5633688014760764e-05 | 0.00028800987789424296 | 0.0 |
| 1FE-AVAy-bkg.spectral.reference |                    0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
