|                           Parameters |                       0 |   1 |                       2 |                      3 |                       4 |                       5 |                      6 |                      7 |   8 |   9 |  10 |                     11 |                     12 |  13 |
|           Crablog.spectral.amplitude |  1.6518662111728863e-23 | 0.0 |  -7.911318229218675e-15 | 1.6808753043592214e-14 | -1.8849691731072993e-18 |  -3.893116849068366e-18 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           Crablog.spectral.reference |                     0.0 | 0.0 |                     0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|               Crablog.spectral.alpha |  -7.911318229218675e-15 | 0.0 |   0.0008554392310366995 | -0.0003221740566711525 |  -9.885915191307187e-08 | -2.7701925951793054e-08 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|                Crablog.spectral.beta |  1.6808753043592214e-14 | 0.0 |  -0.0003221740566711525 |  0.0008656767567388929 |  1.4495446854998606e-07 |  -9.203012640099148e-08 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|                Crablog.spatial.lon_0 | -1.8849691731072993e-18 | 0.0 |  -9.885915191307187e-08 | 1.4495446854998606e-07 |  1.2000172571980418e-06 |  -5.082973704449125e-09 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|                Crablog.spatial.lat_0 |  -3.893116849068366e-18 | 0.0 | -2.7701925951793054e-08 | -9.203012640099148e-08 |  -5.082973704449125e-09 |   8.653021917395907e-07 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           nSmdMeGN-bkg.spectral.norm |                     0.0 | 0.0 |                     0.0 |                    0.0 |                     0.0 |                     0.0 | 2.4752546458598413e-05 | 2.0704928265958592e-06 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           nSmdMeGN-bkg.spectral.tilt |                     0.0 | 0.0 |                     0.0 |                    0.0 |                     0.0 |                     0.0 | 2.0704928265958592e-06 | 2.8953521070250765e-05 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|      nSmdMeGN-bkg.spectral.reference |                     0.0 | 0.0 |                     0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|       nSmdMeGN-irf.e_reco_model.bias |                     0.0 | 0.0 |                     0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
| nSmdMeGN-irf.e_reco_model.resolution |                     0.0 | 0.0 |                     0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           nSmdMeGN-irf.spectral.norm |                     0.0 | 0.0 |                     0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |     0.0106212109862437 | -3.327890443870666e-06 | 0.0 |
|           nSmdMeGN-irf.spectral.tilt |                     0.0 | 0.0 |                     0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | -3.327890443870666e-06 |  0.0004000010261493031 | 0.0 |
|      nSmdMeGN-irf.spectral.reference |                     0.0 | 0.0 |                     0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
