|                           Parameters |                       0 |   1 |                      2 |                       3 |                       4 |                       5 |                     6 |                     7 |   8 |   9 |  10 |                     11 |                     12 |  13 |
|           Crablog.spectral.amplitude |    1.15613604451528e-22 | 0.0 | -8.001735681795225e-13 |  2.3966224955878713e-12 | -2.5722803653555625e-15 |  -4.554867576393801e-17 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           Crablog.spectral.reference |                     0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|               Crablog.spectral.alpha |  -8.001735681795225e-13 | 0.0 |     0.1014351590780683 |   -0.036550947532014245 |   9.541774724186277e-05 |   7.427211463005742e-07 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|                Crablog.spectral.beta |  2.3966224955878713e-12 | 0.0 |  -0.036550947532014245 |        0.13733351243225 | -0.00014282023830679744 |  -1.043746046329899e-06 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|                Crablog.spatial.lon_0 | -2.5722803653555625e-15 | 0.0 |  9.541774724186277e-05 | -0.00014282023830679744 |  0.00011586103201474763 | -1.0950611172626814e-07 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|                Crablog.spatial.lat_0 |  -4.554867576393801e-17 | 0.0 |  7.427211463005742e-07 |  -1.043746046329899e-06 | -1.0950611172626814e-07 |  1.0886984838690744e-06 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           tqCdujFG-bkg.spectral.norm |                     0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0024589867544394382 | 0.0002851856507061305 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           tqCdujFG-bkg.spectral.tilt |                     0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0002851856507061305 | 0.0028019994576740986 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|      tqCdujFG-bkg.spectral.reference |                     0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|       tqCdujFG-irf.e_reco_model.bias |                     0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
| tqCdujFG-irf.e_reco_model.resolution |                     0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
|           tqCdujFG-irf.spectral.norm |                     0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |   0.010002883735048982 | 1.7884949501013266e-08 | 0.0 |
|           tqCdujFG-irf.spectral.tilt |                     0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 1.7884949501013266e-08 | 0.00040000479816921115 | 0.0 |
|      tqCdujFG-irf.spectral.reference |                     0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 | 0.0 |
