|                           Parameters |                       0 |   1 |                      2 |                       3 |                       4 |                       5 |                      6 |                      7 |   8 |   9 |  10 |                    11 |                    12 |  13 |
|           Crablog.spectral.amplitude |   1.564550468219321e-23 | 0.0 | -7.869700194246213e-15 |  1.5689424425706295e-14 | -4.8364612858349685e-18 |   1.825936182345386e-18 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|           Crablog.spectral.reference |                     0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|               Crablog.spectral.alpha |  -7.869700194246213e-15 | 0.0 |  0.0008417480209977998 |  -0.0003224174546626192 |   9.369792114892864e-08 |  1.0159069592141054e-07 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|                Crablog.spectral.beta |  1.5689424425706295e-14 | 0.0 | -0.0003224174546626192 |   0.0008102874640551422 | -4.9286292502619474e-08 | -1.0528389059695915e-07 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|                Crablog.spatial.lon_0 | -4.8364612858349685e-18 | 0.0 |  9.369792114892864e-08 | -4.9286292502619474e-08 |  1.1504083557640002e-06 |   4.879882078005837e-09 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|                Crablog.spatial.lat_0 |   1.825936182345386e-18 | 0.0 | 1.0159069592141054e-07 | -1.0528389059695915e-07 |   4.879882078005837e-09 |   8.563222918749868e-07 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|           NxMFWUiQ-bkg.spectral.norm |                     0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                     0.0 | 2.4852736947718295e-05 | 1.8161221892079796e-06 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|           NxMFWUiQ-bkg.spectral.tilt |                     0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                     0.0 | 1.8161221892079796e-06 | 2.9179709279266867e-05 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|      NxMFWUiQ-bkg.spectral.reference |                     0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|       NxMFWUiQ-irf.e_reco_model.bias |                     0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
| NxMFWUiQ-irf.e_reco_model.resolution |                     0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|           NxMFWUiQ-irf.spectral.norm |                     0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |  0.009960756156279707 | -5.00098528818135e-08 | 0.0 |
|           NxMFWUiQ-irf.spectral.tilt |                     0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | -5.00098528818135e-08 |  0.000400003601524885 | 0.0 |
|      NxMFWUiQ-irf.spectral.reference |                     0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
