|                           Parameters |                      0 |   1 |                      2 |                      3 |                       4 |                       5 |                     6 |                     7 |   8 |   9 |  10 |                    11 |                    12 |  13 |
|           Crablog.spectral.amplitude |     5.699205734957e-23 | 0.0 | -9.921577202286736e-13 | 1.3297030686517717e-12 |  1.2428767792224352e-14 |  -9.687333243962364e-15 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|           Crablog.spectral.reference |                    0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|               Crablog.spectral.alpha | -9.921577202286736e-13 | 0.0 |     0.3813881019969967 |   -0.15017056541793905 |  -0.0010597239777221416 |   0.0002471174519665065 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|                Crablog.spectral.beta | 1.3297030686517717e-12 | 0.0 |   -0.15017056541793905 |    0.13238254933595175 |    0.000314770951767173 |    4.18202807952453e-05 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|                Crablog.spatial.lon_0 | 1.2428767792224352e-14 | 0.0 | -0.0010597239777221416 |   0.000314770951767173 |    0.000781461221033516 | -0.00016121434558678886 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|                Crablog.spatial.lat_0 | -9.687333243962364e-15 | 0.0 |  0.0002471174519665065 |   4.18202807952453e-05 | -0.00016121434558678886 |   0.0006580129274224283 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|           32wFAd7v-bkg.spectral.norm |                    0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0047912522186612325 | 0.0004563608784181597 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|           32wFAd7v-bkg.spectral.tilt |                    0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0004563608784181597 |  0.006890481547250683 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|      32wFAd7v-bkg.spectral.reference |                    0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|       32wFAd7v-irf.e_reco_model.bias |                    0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
| 32wFAd7v-irf.e_reco_model.resolution |                    0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|           32wFAd7v-irf.spectral.norm |                    0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |  0.010004825964689826 | 2.092956230485652e-07 | 0.0 |
|           32wFAd7v-irf.spectral.tilt |                    0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 2.092956230485652e-07 | 0.0004000248402912054 | 0.0 |
|      32wFAd7v-irf.spectral.reference |                    0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
