|                           Parameters |                       0 |   1 |                      2 |                       3 |                       4 |                      5 |                      6 |                      7 |   8 |   9 |  10 |                      11 |                      12 |  13 |
|           Crablog.spectral.amplitude |   9.091887220755774e-23 | 0.0 | 3.9506175547750884e-14 |  2.4601955057129538e-12 | -1.9281812098462718e-15 |  4.991797602345485e-17 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|           Crablog.spectral.reference |                     0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|               Crablog.spectral.alpha |  3.9506175547750884e-14 | 0.0 |   0.053416862383214386 |    0.031344902280801175 |  -6.253534110418442e-05 |  1.093671992196893e-05 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|                Crablog.spectral.beta |  2.4601955057129538e-12 | 0.0 |   0.031344902280801175 |     0.16434588414637802 | -0.00015999555802676172 | 2.6051042254426614e-05 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|                Crablog.spatial.lon_0 | -1.9281812098462718e-15 | 0.0 | -6.253534110418442e-05 | -0.00015999555802676172 |   5.049257491168706e-05 | -3.915613146128226e-06 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|                Crablog.spatial.lat_0 |   4.991797602345485e-17 | 0.0 |  1.093671992196893e-05 |  2.6051042254426614e-05 |  -3.915613146128226e-06 |  4.047309946217086e-05 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|           vwHRqA_u-bkg.spectral.norm |                     0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |  0.0011672241173905475 | 0.00016609431816944526 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|           vwHRqA_u-bkg.spectral.tilt |                     0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 | 0.00016609431816944526 |  0.0012274819498672921 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|      vwHRqA_u-bkg.spectral.reference |                     0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|       vwHRqA_u-irf.e_reco_model.bias |                     0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
| vwHRqA_u-irf.e_reco_model.resolution |                     0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|           vwHRqA_u-irf.spectral.norm |                     0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |    0.010012510547769842 | -2.0203469420326334e-07 | 0.0 |
|           vwHRqA_u-irf.spectral.tilt |                     0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | -2.0203469420326334e-07 |   0.0004000078206873026 | 0.0 |
|      vwHRqA_u-irf.spectral.reference |                     0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
