|                      Parameters |   0 |                       1 |                      2 |   3 |   4 |                       5 |                       6 |                       7 |                      8 |                      9 |  10 |
|       Crabbreak.spectral.index1 | 0.0 |                     0.0 |                    0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crabbreak.spectral.index2 | 0.0 |    0.029331824446758987 | 3.3134443646091175e-11 | 0.0 | 0.0 |     0.14771498455469867 |  1.2644830081408952e-06 | -1.1361774421535492e-06 |                    0.0 |                    0.0 | 0.0 |
|    Crabbreak.spectral.amplitude | 0.0 |  3.3134443646091175e-11 | 4.2156400759728973e-20 | 0.0 | 0.0 |  1.9285253397117913e-10 |   7.357430966315576e-16 |  -4.944266351560719e-16 |                    0.0 |                    0.0 | 0.0 |
|       Crabbreak.spectral.ebreak | 0.0 |                     0.0 |                    0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|    Crabbreak.spectral.reference | 0.0 |                     0.0 |                    0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spectral.beta | 0.0 |     0.14771498455469867 | 1.9285253397117913e-10 | 0.0 | 0.0 |      0.8935676483686172 |   4.171035726057537e-06 | -1.7235652303147153e-06 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 | 0.0 |  1.2644830081408952e-06 |  7.357430966315576e-16 | 0.0 | 0.0 |   4.171035726057537e-06 |   9.194214983980359e-06 | -2.3116174355144513e-08 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 | 0.0 | -1.1361774421535492e-06 | -4.944266351560719e-16 | 0.0 | 0.0 | -1.7235652303147153e-06 | -2.3116174355144513e-08 |   7.602679342931572e-06 |                    0.0 |                    0.0 | 0.0 |
|      0ZtU3n_T-bkg.spectral.norm | 0.0 |                     0.0 |                    0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 | 0.00024836247144952923 | 2.3678235801533894e-05 | 0.0 |
|      0ZtU3n_T-bkg.spectral.tilt | 0.0 |                     0.0 |                    0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 | 2.3678235801533894e-05 | 0.00028497231114118707 | 0.0 |
| 0ZtU3n_T-bkg.spectral.reference | 0.0 |                     0.0 |                    0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
