|                      Parameters |   0 |                       1 |                      2 |   3 |   4 |                      5 |                       6 |                       7 |                     8 |                     9 |  10 |
|       Crabbreak.spectral.index1 | 0.0 |                     0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
|       Crabbreak.spectral.index2 | 0.0 |   0.0011521734032943058 |  1.504040555837136e-12 | 0.0 | 0.0 |     0.0069357834893321 |   7.318582292405658e-09 | -3.5210941483212737e-09 |                   0.0 |                   0.0 | 0.0 |
|    Crabbreak.spectral.amplitude | 0.0 |   1.504040555837136e-12 | 2.0266256759919263e-21 | 0.0 | 0.0 |   9.40363703833116e-12 |  1.5088607926493003e-18 |  -1.222692453728342e-18 |                   0.0 |                   0.0 | 0.0 |
|       Crabbreak.spectral.ebreak | 0.0 |                     0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
|    Crabbreak.spectral.reference | 0.0 |                     0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spectral.beta | 0.0 |      0.0069357834893321 |   9.40363703833116e-12 | 0.0 | 0.0 |    0.04375435348079749 |  1.7386462433545475e-08 |  -8.560862116406191e-09 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 | 0.0 |   7.318582292405658e-09 | 1.5088607926493003e-18 | 0.0 | 0.0 | 1.7386462433545475e-08 |   9.706536861126313e-08 | -1.6566813763339216e-10 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 | 0.0 | -3.5210941483212737e-09 | -1.222692453728342e-18 | 0.0 | 0.0 | -8.560862116406191e-09 | -1.6566813763339216e-10 |   7.381745818762938e-08 |                   0.0 |                   0.0 | 0.0 |
|      cvxcYizI-bkg.spectral.norm | 0.0 |                     0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 | 2.491379748091798e-06 | 2.071145490781604e-07 | 0.0 |
|      cvxcYizI-bkg.spectral.tilt | 0.0 |                     0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 | 2.071145490781604e-07 | 2.886254071294382e-06 | 0.0 |
| cvxcYizI-bkg.spectral.reference | 0.0 |                     0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
