|                      Parameters |   0 |                      1 |                      2 |   3 |   4 |                       5 |                       6 |                       7 |                      8 |                     9 |  10 |
|       Crabbreak.spectral.index1 | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 |
|       Crabbreak.spectral.index2 | 0.0 |   0.002149652346358721 | 3.1993211157581303e-12 | 0.0 | 0.0 |     0.01315952269424989 |   4.083913748317967e-08 |   4.602069746079118e-09 |                    0.0 |                   0.0 | 0.0 |
|    Crabbreak.spectral.amplitude | 0.0 | 3.1993211157581303e-12 |  5.186984969597439e-21 | 0.0 | 0.0 |  2.1673497027434922e-11 |   1.338617353066948e-17 |   8.403420603530368e-18 |                    0.0 |                   0.0 | 0.0 |
|       Crabbreak.spectral.ebreak | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 |
|    Crabbreak.spectral.reference | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 |
|         Crabbreak.spectral.beta | 0.0 |    0.01315952269424989 | 2.1673497027434922e-11 | 0.0 | 0.0 |     0.09111907301135093 |  1.1658976461977528e-07 | -1.7765205329758873e-08 |                    0.0 |                   0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 | 0.0 |  4.083913748317967e-08 |  1.338617353066948e-17 | 0.0 | 0.0 |  1.1658976461977528e-07 |  4.4948530449667174e-07 | -1.2158730138838854e-09 |                    0.0 |                   0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 | 0.0 |  4.602069746079118e-09 |  8.403420603530368e-18 | 0.0 | 0.0 | -1.7765205329758873e-08 | -1.2158730138838854e-09 |   3.417875277083232e-07 |                    0.0 |                   0.0 | 0.0 |
|      vWtJt1sQ-bkg.spectral.norm | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 | 1.1496742961819021e-05 | 9.356589306410425e-07 | 0.0 |
|      vWtJt1sQ-bkg.spectral.tilt | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |  9.356589306410425e-07 | 1.349670878084682e-05 | 0.0 |
| vWtJt1sQ-bkg.spectral.reference | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 |
