|                      Parameters |   0 |                       1 |                       2 |   3 |   4 |                      5 |                      6 |                       7 |                      8 |                      9 |  10 |
|       Crabbreak.spectral.index1 | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crabbreak.spectral.index2 | 0.0 |    0.042810569117290566 |   2.606753724025956e-11 | 0.0 | 0.0 |    0.18311445850529126 | -6.726954053613379e-07 | -1.6202640517100657e-06 |                    0.0 |                    0.0 | 0.0 |
|    Crabbreak.spectral.amplitude | 0.0 |   2.606753724025956e-11 |   1.638502291196577e-20 | 0.0 | 0.0 | 1.1612961848021211e-10 | -5.523610950363529e-16 | -1.1041822996589097e-15 |                    0.0 |                    0.0 | 0.0 |
|       Crabbreak.spectral.ebreak | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|    Crabbreak.spectral.reference | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spectral.beta | 0.0 |     0.18311445850529126 |  1.1612961848021211e-10 | 0.0 | 0.0 |     0.8293783178169701 | -2.747619537652476e-06 |  -8.932628804115222e-06 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 | 0.0 |  -6.726954053613379e-07 |  -5.523610950363529e-16 | 0.0 | 0.0 | -2.747619537652476e-06 |  4.947040808533145e-06 |  -8.080601082284232e-08 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 | 0.0 | -1.6202640517100657e-06 | -1.1041822996589097e-15 | 0.0 | 0.0 | -8.932628804115222e-06 | -8.080601082284232e-08 |   3.396226124834087e-06 |                    0.0 |                    0.0 | 0.0 |
|      bvfc-dBk-bkg.spectral.norm | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 | 0.00011418205394565995 |   8.30030353563123e-06 | 0.0 |
|      bvfc-dBk-bkg.spectral.tilt | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |   8.30030353563123e-06 | 0.00013775092979280025 | 0.0 |
| bvfc-dBk-bkg.spectral.reference | 0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
