|                      Parameters |   0 |                      1 |                      2 |   3 |   4 |                       5 |                       6 |                      7 |                      8 |                     9 |  10 |
|       Crabbreak.spectral.index1 | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 |                   0.0 | 0.0 |
|       Crabbreak.spectral.index2 | 0.0 |   0.019063135565426097 | 1.1099987854662712e-11 | 0.0 | 0.0 |     0.08449508932211759 |  -3.047269889178546e-07 | 3.9522409025994994e-07 |                    0.0 |                   0.0 | 0.0 |
|    Crabbreak.spectral.amplitude | 0.0 | 1.1099987854662712e-11 | 6.6444921996756144e-21 | 0.0 | 0.0 |   5.097967944867855e-11 |  -2.115654983223745e-16 | 2.8551011350460066e-16 |                    0.0 |                   0.0 | 0.0 |
|       Crabbreak.spectral.ebreak | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 |                   0.0 | 0.0 |
|    Crabbreak.spectral.reference | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 |                   0.0 | 0.0 |
|         Crabbreak.spectral.beta | 0.0 |    0.08449508932211759 |  5.097967944867855e-11 | 0.0 | 0.0 |     0.39395777580490937 | -1.3502760665059891e-06 | 2.3656059586299817e-06 |                    0.0 |                   0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 | 0.0 | -3.047269889178546e-07 | -2.115654983223745e-16 | 0.0 | 0.0 | -1.3502760665059891e-06 |   2.104661284588791e-06 | -4.132455614213264e-08 |                    0.0 |                   0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 | 0.0 | 3.9522409025994994e-07 | 2.8551011350460066e-16 | 0.0 | 0.0 |  2.3656059586299817e-06 |  -4.132455614213264e-08 | 1.5408782971305952e-06 |                    0.0 |                   0.0 | 0.0 |
|      MJ-35hKl-bkg.spectral.norm | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 | 5.4055238108580795e-05 | 4.099907305800215e-06 | 0.0 |
|      MJ-35hKl-bkg.spectral.tilt | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |  4.099907305800215e-06 | 6.216157885201457e-05 | 0.0 |
| MJ-35hKl-bkg.spectral.reference | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 |                   0.0 | 0.0 |
