|                      Parameters |   0 |                       1 |                      2 |   3 |   4 |                      5 |                       6 |                       7 |                     8 |                     9 |  10 |
|       Crabbreak.spectral.index1 | 0.0 |                     0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
|       Crabbreak.spectral.index2 | 0.0 |    0.011825987285076351 | 1.9973826665380753e-12 | 0.0 | 0.0 |    0.05843857401916896 |  1.9488901408153585e-06 | -1.7565682926545005e-06 |                   0.0 |                   0.0 | 0.0 |
|    Crabbreak.spectral.amplitude | 0.0 |  1.9973826665380753e-12 |  4.479892094426475e-22 | 0.0 | 0.0 | 1.4056721109237942e-11 |  -6.227093487890193e-17 |  4.0149637910118325e-16 |                   0.0 |                   0.0 | 0.0 |
|       Crabbreak.spectral.ebreak | 0.0 |                     0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
|    Crabbreak.spectral.reference | 0.0 |                     0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spectral.beta | 0.0 |     0.05843857401916896 | 1.4056721109237942e-11 | 0.0 | 0.0 |     1.0552920784898483 |  1.6461015011555916e-05 |  3.1407532090178985e-05 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 | 0.0 |  1.9488901408153585e-06 | -6.227093487890193e-17 | 0.0 | 0.0 | 1.6461015011555916e-05 |   1.959332730791631e-05 | -1.5876264512257955e-06 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 | 0.0 | -1.7565682926545005e-06 | 4.0149637910118325e-16 | 0.0 | 0.0 | 3.1407532090178985e-05 | -1.5876264512257955e-06 |  1.4212121733530458e-05 |                   0.0 |                   0.0 | 0.0 |
|      bqVxYc05-bkg.spectral.norm | 0.0 |                     0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0005652845806807486 |  5.27141331932615e-05 | 0.0 |
|      bqVxYc05-bkg.spectral.tilt | 0.0 |                     0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |  5.27141331932615e-05 | 0.0005796905701926394 | 0.0 |
| bqVxYc05-bkg.spectral.reference | 0.0 |                     0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                   0.0 |                   0.0 | 0.0 |
