|                      Parameters |   0 |                     1 |                       2 |   3 |   4 |                      5 |                       6 |                      7 |                     8 |                     9 |  10 |
|       Crabbreak.spectral.index1 | 0.0 |                   0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
|       Crabbreak.spectral.index2 | 0.0 |  0.005783104532994302 |   1.423782984776241e-11 | 0.0 | 0.0 |    0.03672124458362988 |    3.09904520908532e-07 |  9.887832696210183e-08 |                   0.0 |                   0.0 | 0.0 |
|    Crabbreak.spectral.amplitude | 0.0 | 1.423782984776241e-11 |   4.301413724616501e-20 | 0.0 | 0.0 | 1.1446115544845068e-10 | -1.0363407862721805e-17 |  9.946162892389818e-17 |                   0.0 |                   0.0 | 0.0 |
|       Crabbreak.spectral.ebreak | 0.0 |                   0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
|    Crabbreak.spectral.reference | 0.0 |                   0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spectral.beta | 0.0 |   0.03672124458362988 |  1.1446115544845068e-10 | 0.0 | 0.0 |    0.30720484006600796 |   1.154412189235757e-07 | 2.0742355030491458e-07 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 | 0.0 |  3.09904520908532e-07 | -1.0363407862721805e-17 | 0.0 | 0.0 |  1.154412189235757e-07 |  2.1852445739334304e-06 | 2.1624137369904513e-09 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 | 0.0 | 9.887832696210183e-08 |   9.946162892389818e-17 | 0.0 | 0.0 | 2.0742355030491458e-07 |  2.1624137369904513e-09 | 1.5979039574647052e-06 |                   0.0 |                   0.0 | 0.0 |
|      MugmRQyw-bkg.spectral.norm | 0.0 |                   0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 | 5.440316329263906e-05 | 4.841044073886979e-06 | 0.0 |
|      MugmRQyw-bkg.spectral.tilt | 0.0 |                   0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 | 4.841044073886979e-06 | 6.075555938403865e-05 | 0.0 |
| MugmRQyw-bkg.spectral.reference | 0.0 |                   0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
