|                      Parameters |   0 |                      1 |                       2 |   3 |   4 |                       5 |                      6 |                       7 |                      8 |                      9 |  10 |
|       Crabbreak.spectral.index1 | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crabbreak.spectral.index2 | 0.0 |    0.20819167813996292 |   2.366429907623352e-10 | 0.0 | 0.0 |       1.309015346256024 | -3.341146138678596e-05 |   -8.64835162551171e-06 |                    0.0 |                    0.0 | 0.0 |
|    Crabbreak.spectral.amplitude | 0.0 |  2.366429907623352e-10 |  3.5355270974766193e-19 | 0.0 | 0.0 |  2.0610116913614574e-09 | 1.5557411712312062e-14 | -1.9069977391911726e-14 |                    0.0 |                    0.0 | 0.0 |
|       Crabbreak.spectral.ebreak | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|    Crabbreak.spectral.reference | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spectral.beta | 0.0 |      1.309015346256024 |  2.0610116913614574e-09 | 0.0 | 0.0 |      12.252581727445545 |  0.0002910652506908128 | -0.00010794765806533533 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 | 0.0 | -3.341146138678596e-05 |  1.5557411712312062e-14 | 0.0 | 0.0 |   0.0002910652506908128 | 0.00016451173613764295 |  -4.309119703983473e-07 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 | 0.0 |  -8.64835162551171e-06 | -1.9069977391911726e-14 | 0.0 | 0.0 | -0.00010794765806533533 | -4.309119703983473e-07 |  1.4515480087577994e-07 |                    0.0 |                    0.0 | 0.0 |
|      ivUwW0be-bkg.spectral.norm | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                     0.0 |   0.005378987780761457 | 0.00030569044662102083 | 0.0 |
|      ivUwW0be-bkg.spectral.tilt | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                     0.0 | 0.00030569044662102083 |   0.006388033970604209 | 0.0 |
| ivUwW0be-bkg.spectral.reference | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                     0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 |
