|                           Parameters |   0 |                     1 |                     2 |   3 |   4 |                      5 |                     6 |                      7 |                      8 |                      9 |  10 |  11 |  12 |                      13 |                      14 |  15 |
|            Crabbreak.spectral.index1 | 0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 |                    0.0 |                   0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|            Crabbreak.spectral.index2 | 0.0 |  0.002292116467077432 | 7.341275335213407e-12 | 0.0 | 0.0 |   0.015660539064320377 | 9.616953907485245e-07 |  4.325782563162993e-07 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|         Crabbreak.spectral.amplitude | 0.0 | 7.341275335213407e-12 |  3.40542989014268e-20 | 0.0 | 0.0 |  6.639012188110311e-11 | 3.079051073526457e-15 |  7.469252077831682e-16 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|            Crabbreak.spectral.ebreak | 0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 |                    0.0 |                   0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|         Crabbreak.spectral.reference | 0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 |                    0.0 |                   0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|              Crabbreak.spectral.beta | 0.0 |  0.015660539064320377 | 6.639012188110311e-11 | 0.0 | 0.0 |     0.1477493964992054 |   8.2950125240582e-06 | 3.6252953896544104e-06 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|              Crabbreak.spatial.lon_0 | 0.0 | 9.616953907485245e-07 | 3.079051073526457e-15 | 0.0 | 0.0 |    8.2950125240582e-06 | 9.847656373074607e-07 |  6.949054378361514e-09 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|              Crabbreak.spatial.lat_0 | 0.0 | 4.325782563162993e-07 | 7.469252077831682e-16 | 0.0 | 0.0 | 3.6252953896544104e-06 | 6.949054378361514e-09 |  7.188273133024444e-07 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|           0oy4dFRc-bkg.spectral.norm | 0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 |                    0.0 |                   0.0 |                    0.0 | 2.5166024263345598e-05 | 2.0909687480989806e-06 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|           0oy4dFRc-bkg.spectral.tilt | 0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 |                    0.0 |                   0.0 |                    0.0 | 2.0909687480989806e-06 |  2.857335360979115e-05 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|      0oy4dFRc-bkg.spectral.reference | 0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 |                    0.0 |                   0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|       0oy4dFRc-irf.e_reco_model.bias | 0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 |                    0.0 |                   0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
| 0oy4dFRc-irf.e_reco_model.resolution | 0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 |                    0.0 |                   0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|           0oy4dFRc-irf.spectral.norm | 0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 |                    0.0 |                   0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |    0.010513408510665408 | -1.1662716767853496e-05 | 0.0 |
|           0oy4dFRc-irf.spectral.tilt | 0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 |                    0.0 |                   0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | -1.1662716767853496e-05 |  0.00040001695916190664 | 0.0 |
|      0oy4dFRc-irf.spectral.reference | 0.0 |                   0.0 |                   0.0 | 0.0 | 0.0 |                    0.0 |                   0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
