|                      Parameters |   0 |                      1 |                       2 |   3 |   4 |                      5 |                       6 |                      7 |                     8 |                     9 |  10 |
|       Crabbreak.spectral.index1 | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
|       Crabbreak.spectral.index2 | 0.0 |     0.1529012998829453 |  1.0052532002845378e-08 | 0.0 | 0.0 |   -0.01714757682301221 |  -3.002469675738906e-05 |  6.771737505802453e-06 |                   0.0 |                   0.0 | 0.0 |
|    Crabbreak.spectral.amplitude | 0.0 | 1.0052532002845378e-08 |  3.9415817551154105e-14 | 0.0 | 0.0 |  6.254524684330105e-07 | -2.2715640693536473e-11 |  5.024636436840707e-13 |                   0.0 |                   0.0 | 0.0 |
|       Crabbreak.spectral.ebreak | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
|    Crabbreak.spectral.reference | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spectral.beta | 0.0 |   -0.01714757682301221 |   6.254524684330105e-07 | 0.0 | 0.0 |     10.611352163203666 |  0.00024503711649490756 |  -9.50487541638816e-05 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 | 0.0 | -3.002469675738906e-05 | -2.2715640693536473e-11 | 0.0 | 0.0 | 0.00024503711649490756 |   0.0001701693908174744 | -6.891026322236484e-06 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 | 0.0 |  6.771737505802453e-06 |   5.024636436840707e-13 | 0.0 | 0.0 |  -9.50487541638816e-05 |  -6.891026322236484e-06 | 0.00010442663889701208 |                   0.0 |                   0.0 | 0.0 |
|      HKYKQj3o-bkg.spectral.norm | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |  0.005026895956651751 | 0.0006279949047487292 | 0.0 |
|      HKYKQj3o-bkg.spectral.tilt | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 | 0.0006279949047487292 |  0.005745004643455106 | 0.0 |
| HKYKQj3o-bkg.spectral.reference | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
