|                      Parameters |   0 |                      1 |                      2 |   3 |   4 |                      5 |                      6 |                      7 |                     8 |                     9 |  10 |
|       Crabbreak.spectral.index1 | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
|       Crabbreak.spectral.index2 | 0.0 |   0.001067913213275127 | 2.1010152323702475e-12 | 0.0 | 0.0 |   0.007258578907154313 | 2.3825081120860355e-08 | 6.2506001243320876e-09 |                   0.0 |                   0.0 | 0.0 |
|    Crabbreak.spectral.amplitude | 0.0 | 2.1010152323702475e-12 |  4.516580351461529e-21 | 0.0 | 0.0 | 1.5829406233479655e-11 | 1.2241788678580836e-17 | 6.7343224886996625e-18 |                   0.0 |                   0.0 | 0.0 |
|       Crabbreak.spectral.ebreak | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
|    Crabbreak.spectral.reference | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spectral.beta | 0.0 |   0.007258578907154313 | 1.5829406233479655e-11 | 0.0 | 0.0 |    0.05573796562162285 |  6.163200100854666e-08 | 2.3632582263595328e-09 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 | 0.0 | 2.3825081120860355e-08 | 1.2241788678580836e-17 | 0.0 | 0.0 |  6.163200100854666e-08 | 2.1055599806677382e-07 |  5.722863543903394e-12 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 | 0.0 | 6.2506001243320876e-09 | 6.7343224886996625e-18 | 0.0 | 0.0 | 2.3632582263595328e-09 |  5.722863543903394e-12 |  1.568950463413049e-07 |                   0.0 |                   0.0 | 0.0 |
|      f59W0Fs0-bkg.spectral.norm | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 | 5.378456782633536e-06 | 4.149663847773583e-07 | 0.0 |
|      f59W0Fs0-bkg.spectral.tilt | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 | 4.149663847773583e-07 | 6.246976591292532e-06 | 0.0 |
| f59W0Fs0-bkg.spectral.reference | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
