|                      Parameters |   0 |                      1 |                      2 |   3 |   4 |                      5 |                      6 |                      7 |                     8 |                     9 |  10 |
|       Crabbreak.spectral.index1 | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
|       Crabbreak.spectral.index2 | 0.0 |    0.06816572477740537 | 5.0762208714865925e-09 | 0.0 | 0.0 |      0.169890790914485 |  3.192174705125563e-05 | -6.162023772876497e-05 |                   0.0 |                   0.0 | 0.0 |
|    Crabbreak.spectral.amplitude | 0.0 | 5.0762208714865925e-09 |   6.55348953944518e-15 | 0.0 | 0.0 | 3.0779263586821884e-07 | 2.4927942363410502e-11 |  3.590270765204807e-11 |                   0.0 |                   0.0 | 0.0 |
|       Crabbreak.spectral.ebreak | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
|    Crabbreak.spectral.reference | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spectral.beta | 0.0 |      0.169890790914485 | 3.0779263586821884e-07 | 0.0 | 0.0 |     14.579617621553943 |  0.0011773472704739991 |   0.001768080105710151 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 | 0.0 |  3.192174705125563e-05 | 2.4927942363410502e-11 | 0.0 | 0.0 |  0.0011773472704739991 |  8.370821877415063e-05 |  -4.89628806698833e-06 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 | 0.0 | -6.162023772876497e-05 |  3.590270765204807e-11 | 0.0 | 0.0 |   0.001768080105710151 |  -4.89628806698833e-06 |  5.163822575389618e-05 |                   0.0 |                   0.0 | 0.0 |
|      EYP-AGRP-bkg.spectral.norm | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0024481542874497156 | 6.796868854625496e-05 | 0.0 |
|      EYP-AGRP-bkg.spectral.tilt | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 | 6.796868854625496e-05 |  0.003101970906629634 | 0.0 |
| EYP-AGRP-bkg.spectral.reference | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                   0.0 |                   0.0 | 0.0 |
