|                      Parameters |   0 |                      1 |                      2 |   3 |   4 |                      5 |                       6 |                       7 |                     8 |                      9 |  10 |
|       Crabbreak.spectral.index1 | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                   0.0 |                    0.0 | 0.0 |
|       Crabbreak.spectral.index2 | 0.0 |  0.0048059540472361745 | 1.3376952248959806e-10 | 0.0 | 0.0 |    0.03646852677094938 |  -3.864552768271999e-07 |  -8.440106883871812e-07 |                   0.0 |                    0.0 | 0.0 |
|    Crabbreak.spectral.amplitude | 0.0 | 1.3376952248959806e-10 | 1.1292440753565984e-17 | 0.0 | 0.0 | 3.2717910254372885e-09 |   4.955690466779266e-14 |   -8.83628800928866e-16 |                   0.0 |                    0.0 | 0.0 |
|       Crabbreak.spectral.ebreak | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                   0.0 |                    0.0 | 0.0 |
|    Crabbreak.spectral.reference | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                   0.0 |                    0.0 | 0.0 |
|         Crabbreak.spectral.beta | 0.0 |    0.03646852677094938 | 3.2717910254372885e-09 | 0.0 | 0.0 |     0.9567709735078439 |  2.0609906441059475e-05 |   6.981658260896128e-07 |                   0.0 |                    0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 | 0.0 | -3.864552768271999e-07 |  4.955690466779266e-14 | 0.0 | 0.0 | 2.0609906441059475e-05 |   4.286254337477777e-06 | -1.0176937009068206e-07 |                   0.0 |                    0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 | 0.0 | -8.440106883871812e-07 |  -8.83628800928866e-16 | 0.0 | 0.0 |  6.981658260896128e-07 | -1.0176937009068206e-07 |   3.280612254557919e-06 |                   0.0 |                    0.0 | 0.0 |
|      JWZKdR_l-bkg.spectral.norm | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.0001141253576380067 |  8.923958339551107e-06 | 0.0 |
|      JWZKdR_l-bkg.spectral.tilt | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 | 8.923958339551107e-06 | 0.00013674497357071472 | 0.0 |
| JWZKdR_l-bkg.spectral.reference | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                   0.0 |                    0.0 | 0.0 |
