|                      Parameters |   0 |                      1 |                      2 |   3 |   4 |                      5 |                      6 |                      7 |                      8 |                      9 |  10 |
|       Crabbreak.spectral.index1 | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|       Crabbreak.spectral.index2 | 0.0 |   0.002359623332166464 |  9.863488010812157e-11 | 0.0 | 0.0 |   0.022243905080854706 | 2.7529446259662985e-07 | -9.368943995930749e-07 |                    0.0 |                    0.0 | 0.0 |
|    Crabbreak.spectral.amplitude | 0.0 |  9.863488010812157e-11 |   8.67250574828894e-18 | 0.0 | 0.0 | 2.0688614557822475e-09 |   3.88840693037023e-14 | -5.731991365254234e-14 |                    0.0 |                    0.0 | 0.0 |
|       Crabbreak.spectral.ebreak | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|    Crabbreak.spectral.reference | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spectral.beta | 0.0 |   0.022243905080854706 | 2.0688614557822475e-09 | 0.0 | 0.0 |     0.4957998188831892 |  9.329042751800067e-06 | -1.234853840023854e-05 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 | 0.0 | 2.7529446259662985e-07 |   3.88840693037023e-14 | 0.0 | 0.0 |  9.329042751800067e-06 | 2.0603319174533202e-06 |  1.139330699311775e-09 |                    0.0 |                    0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 | 0.0 | -9.368943995930749e-07 | -5.731991365254234e-14 | 0.0 | 0.0 | -1.234853840023854e-05 |  1.139330699311775e-09 | 1.5945919588048424e-06 |                    0.0 |                    0.0 | 0.0 |
|      5R_dmMqa-bkg.spectral.norm | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 | 5.4711894104517724e-05 | 2.5344148151765207e-06 | 0.0 |
|      5R_dmMqa-bkg.spectral.tilt | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 | 2.5344148151765207e-06 |  6.394701132805624e-05 | 0.0 |
| 5R_dmMqa-bkg.spectral.reference | 0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 |                    0.0 | 0.0 |
