|                      Parameters |   0 |                      1 |                       2 |   3 |   4 |                      5 |                       6 |                       7 |                      8 |                     9 |  10 |
|       Crabbreak.spectral.index1 | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 |
|       Crabbreak.spectral.index2 | 0.0 |    0.01681405650397753 |   3.882143699786469e-12 | 0.0 | 0.0 |    0.05261606120922066 |  -4.945752321880439e-06 |   -2.55212919880398e-06 |                    0.0 |                   0.0 | 0.0 |
|    Crabbreak.spectral.amplitude | 0.0 |  3.882143699786469e-12 |  1.0008151892746628e-21 | 0.0 | 0.0 | 1.4111653345423407e-11 | -1.1374296114666548e-15 | -6.3046665521217605e-16 |                    0.0 |                   0.0 | 0.0 |
|       Crabbreak.spectral.ebreak | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 |
|    Crabbreak.spectral.reference | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 |
|         Crabbreak.spectral.beta | 0.0 |    0.05261606120922066 |  1.4111653345423407e-11 | 0.0 | 0.0 |    0.22399273317660412 |  -1.259752690607752e-05 |  -6.982180146273354e-06 |                    0.0 |                   0.0 | 0.0 |
|         Crabbreak.spatial.lon_0 | 0.0 | -4.945752321880439e-06 | -1.1374296114666548e-15 | 0.0 | 0.0 | -1.259752690607752e-05 |  1.1489926342814848e-05 |  2.6656242186585055e-08 |                    0.0 |                   0.0 | 0.0 |
|         Crabbreak.spatial.lat_0 | 0.0 |  -2.55212919880398e-06 | -6.3046665521217605e-16 | 0.0 | 0.0 | -6.982180146273354e-06 |  2.6656242186585055e-08 |   7.796023313050642e-06 |                    0.0 |                   0.0 | 0.0 |
|      8-gxiTEm-bkg.spectral.norm | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 | 0.00024388804473451535 | 1.829530699487399e-05 | 0.0 |
|      8-gxiTEm-bkg.spectral.tilt | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |  1.829530699487399e-05 |  0.000298819339042792 | 0.0 |
| 8-gxiTEm-bkg.spectral.reference | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                     0.0 |                     0.0 |                    0.0 |                   0.0 | 0.0 |
