|                           Parameters |   0 |                      1 |                       2 |   3 |   4 |                      5 |                      6 |                       7 |                      8 |                      9 |  10 |  11 |  12 |                    13 |                    14 |  15 |
|            Crabbreak.spectral.index1 | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|            Crabbreak.spectral.index2 | 0.0 |  0.0017183426071003328 |   2.154080267350623e-12 | 0.0 | 0.0 |   0.009523991949824047 | 4.1612989261440984e-08 |    -1.9760173780512e-07 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spectral.amplitude | 0.0 |  2.154080267350623e-12 |   3.725699644076309e-21 | 0.0 | 0.0 |  1.222616493518613e-11 | 1.0582806902418496e-17 | -3.1097897345100625e-16 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|            Crabbreak.spectral.ebreak | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|         Crabbreak.spectral.reference | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|              Crabbreak.spectral.beta | 0.0 |   0.009523991949824047 |   1.222616493518613e-11 | 0.0 | 0.0 |    0.05441087008320064 | 2.1732037308896746e-07 |  -1.125544243062435e-06 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|              Crabbreak.spatial.lon_0 | 0.0 | 4.1612989261440984e-08 |  1.0582806902418496e-17 | 0.0 | 0.0 | 2.1732037308896746e-07 |  9.833837714282898e-08 |   6.249805950995542e-10 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|              Crabbreak.spatial.lat_0 | 0.0 |   -1.9760173780512e-07 | -3.1097897345100625e-16 | 0.0 | 0.0 | -1.125544243062435e-06 |  6.249805950995542e-10 |   7.376139207142363e-08 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|           8ed23NZT-bkg.spectral.norm | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 | 2.4905180284440154e-06 | 2.0604567194233394e-07 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|           8ed23NZT-bkg.spectral.tilt | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 | 2.0604567194233394e-07 |  2.891094995805651e-06 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|      8ed23NZT-bkg.spectral.reference | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|       8ed23NZT-irf.e_reco_model.bias | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
| 8ed23NZT-irf.e_reco_model.resolution | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
|           8ed23NZT-irf.spectral.norm | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |  0.015439753253860752 | -5.17359950739353e-05 | 0.0 |
|           8ed23NZT-irf.spectral.tilt | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | -5.17359950739353e-05 | 0.0004001714312166297 | 0.0 |
|      8ed23NZT-irf.spectral.reference | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 |                    0.0 |                    0.0 |                     0.0 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 |                   0.0 | 0.0 |
